Loc2_CornyCholmc2_00000	#Cmowy l#es.
Loc3_Dingl_00148	Jano p#e#yo: kral Awgust, groba Br#uhl, g#lowny stra#znik, archiwa#x a ja.
Loc3_Dingl_00150	To je tola derje. Wy mi #sklu wobstara#ce, a ja was p#repro#su na chr#en z howjazym mjasom.
Loc3_Dingl_00151	To ga jo derje. Wy m#e #sklu wobstara#yo, a ja was p#yep#sosym na k#y#en z gowjezym m#esom.
Loc3_Dingl_00153	A potom budu so mi zaso sylzy roni#c! N#e, Krabato, tak lochce to njeje. K#o#zdy, ki#z chce do komory, trjeba wosebitu dowolnos#c Awgusta.
Loc3_Dingl_00154	A potom budu se m#e zasej #ldzy roni#y! N#e, Krabat, tak la#zko to njejo. Ku#zdy, ken#z co do komory, trjeba wosebnu dowolnos#c Awgusta.
Loc3_Dingl_00156	Tutu dowolnos#c trjeba#s k#o#zdy raz znowa, hdy#z chce#s do komory.
Loc3_Dingl_00157	Tu dowolnos#c trjeba#s ku#zdy raz wotnowotki, ga#z co#s do komory.
Loc3_Dingl_00159	#Sto je wobsah dowolnos#ce?
Loc3_Dingl_00160	Co jo wop#yimje#ye dowolnos#ci?
Loc3_Dingl_00162	Potwjerd#denka, kotra#z dowola p#ristup do komory. Potom da Awgust swoje podpismo a kralowski pje#kat.
Loc3_Dingl_00163	Wobtwar#denje, cogodla do komory co#s. Potom dajo Awgust swojo podpismo a kralojski zygel.
Loc3_Dingl_00165	M#o#ze#ce sej tola cy#ly dokument wobstara#c.
Loc3_Dingl_00166	Mo#zo#yo se ga ce#ly dokument wobstara#y.
Loc3_Dingl_00168	Nic tak skoku! Awgust tuchwilu docy#la w Drje#zd#danach njeje, a podpisane potwjerd#denki nimam. Ale je hi#s#ce druhi problem.
Loc3_Dingl_00169	Nic tak malsnje! Awgust tencas sce#lego w Drje#zd#danach njejo, a podpisane wobtwar#denje teke njamam. Ale jo hy#s#ci drugi problem.
Loc3_Dingl_00171	K#o#zdy tyd#de#n #kini na#s archiwar inwenturu. W swojim archiwje ma zapis wobstatkow a m#erow jednotliwych p#redmjetow.
Loc3_Dingl_00172	Ku#zdy ty#den cyni na#s archiwa#x inwenturu. W swojom archiwje ma zapis wobstatkow a m#erow jadnotliwych eksponatow.
Loc3_Dingl_00174	Aha, rozumju. Hdy#z so potajkim n#e#sto zhubi, potom jeno#z wy #styrjo do kruha podhladnych li#ki#ce. A hdy#z so k#o#zdy tyd#de#n wobstatki kontroluja ... -
Loc3_Dingl_00175	Aha, rozm#eju. Ga#z se potakem n#eco zgubijo, potom jano wy styrjo do krejza gr#e#snikow licy#yo. A ga#z se ku#zdy ty#de#n eksponaty kontrol#eruju... -
Loc3_Dingl_00177	to je skoro njem#o#zne p#redewza#ce! Kotru m#o#znos#c hewak mamy?
Loc3_Dingl_00178	to jo skoro njemo#zne p#yedewze#ye! Kaku mo#znos#c howac mamy?
Loc3_Dingl_00180	Jeni#kka m#o#znos#c je, zo #sklu napodobnju. Za to pak trjebam p#lony kruch #zeleza, dokel#z tuchwilu jeno#z ze z#lotom d#d#e#lam.
Loc3_Dingl_00181	Jadnu#kka mo#znos#c jo, a#z #sklu napodobnijom. Za to pak trjebam p#lony kus zeleza, dokula#z tencas #d#e#lam jano ze z#lotom.
Loc3_Dingl_00183	A trjebam m#ery originalneje #skl#e. Njesm#e d#d#e to napadny#c, hdy#z #skli wum#enju. To by poprawom w#sitko by#lo.
Loc3_Dingl_00184	A trjebam m#ery originalneje #skl#e, howac to nadpadnjo, ga#z podobu wum#enijom. Jo, to by pop#sawem w#sykno by#lo.
Loc3_Dingl_00186	#Sto je z potwjerd#denku?
Loc3_Dingl_00187	Co jo z wobtwar#denim?
Loc3_Dingl_00189	Ow, to bych nimale zaby#l! Trjebamy podpisanu a zyglowanu kralowsku dowolnos#c. A njezabud#d klu#k do pok#ladni#s#ca.
Loc3_Dingl_00190	Ow, to by skoro zaby#l! Trjebamy podpisanu a zyglowanu kralojsku dowolnos#c. A njezabydni kluc do komory pok#ladow.
Loc3_Dingl_00192	Pro#su hi#s#ce raz: #Sto w#sitko trjeba#ce?
Loc3_Dingl_00193	Zwotkel d#ostanjemy #sklu?
Loc3_Dingl_00194	Kak p#ri#ndu do archiwa?
Loc3_Dingl_00195	Hd#de je klu#k do pok#ladni#s#ca?
Loc3_Dingl_00196	Zwotkel d#ostanu podpismo a pje#kat krala?
Loc3_Dingl_00197	Spytam w#sitko wobstara#c. Bo#zemje.
Loc3_Dingl_00198	Spytam w#sitko wobstara#c. Bo#zemje.
Loc3_Dingl_00199	P#sosym hy#s#ci raz: Co w#sykno trjeba#yo?
Loc3_Dingl_00200	Wotkul dostanjomy #sklu?
Loc3_Dingl_00201	Kak p#yidu do archiwa?
Loc3_Dingl_00202	#Do jo kluc do komory pok#ladow?
Loc3_Dingl_00203	Wotkul dostanjom podpismo a zygel krala?
Loc3_Dingl_00204	Wopytam w#sykno wobstara#y. Na zasejwi#denje.
Loc3_Dingl_00205	Wopytam w#sykno wobstara#y. Na zasejwi#denje.
Loc3_Dingl_00213	- p#lony kusk #zeleza, z kotreho#z potom napodobiznu zhotowju
Loc3_Dingl_00214	- p#lony kusk zeleza, z kotarego#z potom podobu zgotowijom
Loc3_Dingl_00216	- m#ery #skl#e, namaka#s je w archiwje
Loc3_Dingl_00217	- m#ery #skl#e, kotare#z namaka#s w archiwje
Loc3_Dingl_00219	- podpisanu a zyglowanu dowolnos#c Awgusta
Loc3_Dingl_00220	- podpisanu a zyglowanu dowolnos#c Awgusta
Loc3_Dingl_00222	- klu#k do komory
Loc3_Dingl_00223	- kluc do komory
Loc3_Dingl_00225	Wum#enju original z napodobiznu. Ta pak dyrbi jara dobra by#c, hewak archiwar to pytnje, a tyknu mje do jastwa.
Loc3_Dingl_00226	Wum#enijom original z podobu. Za to pak trjebam dobru podobu, howac archiwa#x to markujo, a ja pojdu do popaj#de#nstwa.
Loc3_Dingl_00228	Ma#s zbo#zo, zo je tuta woporna #skla pom#ernje jednorje zhotowjena. Tak da so lochce a wosebje sp#e#snje fal#sowa#c.
Loc3_Dingl_00229	Ma#s gluku, a#z jo ta woporna #skla pom#ernje jadnory p#yedmjat a a#z se dajo la#zko a wosebnje malsnje zgotowi#y.
Loc3_Dingl_00231	Archiw bud#de zamknjeny. Stary archiwar je mjenujcy w Mi#snje na hrod#de Albrechtsburg. Tola jeno#z w#on ma klu#k.
Loc3_Dingl_00232	Archiw bu#do zamknjony. Stary archiwa#x ga jo w Mi#snje na gro#de Albrechtsburg. Jano won ma kluc.
Loc3_Dingl_00234	Ale sym wot njeho j#onu s#ly#sa#l, zo wjed#de tajna ch#odba do archiwa. Tuta rumnos#c b#e hi#s#ce p#red l#etom katolska kapa#la.
Loc3_Dingl_00235	Ale ja som wot njogo raz s#ly#sa#l, a#z wje#do potajmna chodba do archiwa. Ta rumnos#c jo hy#s#ci p#yed l#etom katolska kapa#la w gro#de by#la.
Loc3_Dingl_00237	N#etko su Drje#zd#dany pod protestantiskim wliwom, a zjawnje njesm#ed#da so hi#zo #zane katolske kem#se swje#ci#c. Wjace pak te#z njew#em.
Loc3_Dingl_00238	N#ento su Drje#zd#dany pod protestantiskim wliwom, a zjawnje njesm#eju se ju#zo #zedne katolske nam#se sw#e#yi#y. W#ecej pak teke njew#em.
Loc3_Dingl_00240	T#on ma h#lowny stra#znik.
Loc3_Dingl_00241	Ten ma g#lowny stra#znik.
Loc3_Dingl_00243	Ka#z hi#zo prajach, kral d#densa w hrod#de njeje. Snano so w#on te#z prjedy nawr#o#ci. Wobhladaj sej tola Awgustowu d#d#e#larnju. Tam zaw#es#ce n#e#sto wu#zitneho namaka#s.
Loc3_Dingl_00244	Ako som ju#zo groni#l, kral #dinsa w gro#de njejo. Sna#d won teke zasej sl#edk p#yi#do. Wobgl#edaj se ga Awgustowu #d#e#larnju. Tam zaw#es#ce n#eco wu#zytnego namakajo#s.
Loc3_Dingl_00246	#Kakaj! Prjedy ha#k to zabudu: wzmi tutu njepodpisanu potwjerd#denku sobu.
Loc3_Dingl_00247	Cakaj! Nje#zli to zabydnjom: Wzej how njepodpisanu dowolnos#c sobu.
Loc3_Dingl_00249	Ja p#reco cy#lu kopicu p#redpisam, tak zo trjeba kral jeno#z hi#s#ce podpisa#c. Njezabud#d na kralowski pje#kat. Wjele wjesela!
Loc3_Dingl_00250	Ja p#secej ce#lu kopicu p#yedpi#som, tak a#z trjeba kral jano hy#s#ci podpisa#y. Njezabydni na kralojski zygel. Wjele wjasela!
Loc3_Dingl_00252	N#etko mamy w#sitko hromad#de. P#oj jut#re zaso ke mni, potom zm#eju #sklu sfal#sowanu. P#o#ndu ju hnydom rano wum#eni#c.
Loc3_Dingl_00253	N#ento mamy w#sykno groma#de. P#yi#d wit#ye zasej ku mnjo, potom zm#eju kopiju #skl#e gotowu. Pojdu ju ned zajt#sa wum#enit.
Loc3_Dingl_00255	Potajkim, Krabato, tu ma#s sk#on#knje swoju #sklu.
Loc3_Dingl_00256	Potakem, Krabat, how ma#s sko#ncnje swoju #sklu.
Loc3_Dingl_00258	Kak m#o#zu so wam jeno#z d#dakowa#c? S#ce telko za mnje a snano za cy#ly serbski lud #kini#l!
Loc3_Dingl_00259	Kak mogu se wam jano #d#ekowa#y? S#co teliko za mnjo a sna#d za ce#ly serbski lud cynili!
Loc3_Dingl_00261	N#etko pak p#resta#n pow#eda#c. Sym zbo#zowny, zo sm#em tu w hrod#de d#d#e#la#c. Tu mam w#sikto, #sto#z sej p#reju. W twojej domiznje je to zaw#es#ce hinak.
Loc3_Dingl_00262	N#ento pak p#yesta#n. Som wjelgin glucny, a#z mogu how na gro#de #d#e#la#y. Ja mam w#sykno, co#z se #zycym. W twojej domowni jo to zaw#es#ce hynac.
Loc3_Dingl_00264	Sk#on#knje d#der#ze#se Krabat wopornu #sklu w rukomaj. W#on wukramos#ci kartu #Lu#zicy ze zaka a p#riruna ju z wudypanymi linijemi a #srafurami woporneje #skl#e.
Loc3_Dingl_00265	Krabat jo m#e#l wopornu #sklu w rukoma. Won wupyta kortu #Lu#zyce z kapse a p#yirowna ju z wud#lypanymi linijami a #srafurami woporneje #skl#e.
Loc3_Dingl_00267	Tu je kniha zadypana, a m#estno Koraktora je ju#znje Jitka. To m#o#ze jeno#z Wotrowske hrod#di#s#co by#c! N#etko pak domoj!
Loc3_Dingl_00268	How jo wobraz knig#low zad#lypany, a m#estno Koraktora jo w po#lnocy Jitka. To mo#zo jano Wotrojske gro#di#s#co by#y! N#ento pak domoj!
Loc3_Gang_00000	Zerzawy rje#caz.
Loc3_Gang_00001	Zarzawy rje#yaz. Won how wisy.
Loc3_Gang_00003	K#os#c zw#erje#ca.
Loc3_Gang_00004	Kos#c n#ekakego zw#erjeta.
Loc3_Gang_00006	Zawrjene durje.
Loc3_Gang_00007	Zamknjone #durja.
Loc3_Gang_00009	Tu je mi p#re#cma.
Loc3_Gang_00010	How jo m#e p#ye#ymojte.
Loc3_Gang_00012	Tak to nje#nd#de!
Loc3_Gang_00013	Tak to njej#do!
Loc3_Gang_00015	Mi nadobo #zo#ldk kor#ki. Tu tak a tak spod#diwnje smjerd#di.
Loc3_Gang_00016	M#e naraz magan knora. How tak a tak #diwnje smjer#di.
Loc3_Gang_00018	Samo klu#kowa d#d#erka pobrachuje. #Sto so jeno#z za nimi chowa?
Loc3_Gang_00019	Samo klucowa #d#erka felujo. Co jo jano za nimi schowane?
Loc3_Gang_00021	Tu je mi p#re#cma.
Loc3_Gang_00022	How jo m#e p#ye#ymojte.
Loc3_Gang_00024	To je moja kniha.
Loc3_Gang_00025	To su moje knig#ly.
Loc3_Gang_00027	W#sitko #cma!
Loc3_Gang_00028	W#sykno #yma!
Loc3_Gang_00030	Awa! N#etko sym so dyri#l.
Loc3_Gang_00031	Awa! N#ent som se deri#l.
Loc3_Gang_00033	#Sto je to? To sej sobu wozmu.
Loc3_Gang_00034	Co jo to? To se sobu wzejom.
Loc3_Gang_00036	Spod#diwnje.
Loc3_Gang_00037	Hmm? #Diwno.
Loc3_Gang_00039	Wona je p#re#ke#nka.
Loc3_Gang_00040	Wona jo p#ye#ya#nka.
Loc3_Gang_00042	Tak ju hi#s#ce roz#lamam!
Loc3_Gang_00043	Tak ju hy#s#ci roz#lamajom.
Loc3_Gang_00045	Njeje klu#koweje d#d#erki!
Loc3_Gang_00046	Njejo klucoweje #d#erki!
Loc3_Gang_00048	Z hamorom to njep#o#nd#de!
Loc3_Gang_00049	Z klapacom to njepoj#do!
Loc3_Habor_00000	To pak je spod#diwna figura.
Loc3_Habor_00001	To ale jo #diwna figura!
Loc3_Habor_00003	#Kehodla chowa figura l#ewe w#o#kko?
Loc3_Habor_00004	Cogodla p#yik#sywa figura l#ewe wocko?
Loc3_Habor_00006	Nowe sudy.
Loc3_Habor_00007	Nowe sudy.
Loc3_Habor_00009	Ni#ko za mnje.
Loc3_Habor_00010	Nic za mnjo.
Loc3_Habor_00012	Rjane mjeno. W hrod#de d#d#e#la s#lu#zowna, kotru#z mjenuja Konzuela.
Loc3_Habor_00013	Sy pirat a z tym njed#ostanje#s p#ristup.
Loc3_Habor_00014	#Sto to r#eka, na piratske wa#snje?
Loc3_Habor_00015	Ty sy prawy pirat. M#o#zu to z k#otwicu te#z raz pospyta#c?
Loc3_Habor_00016	Gonzaleso, kajke to b#e z tutej k#otwicu?
Loc3_Habor_00017	#Sto pyta pirat w Drje#zd#danach?
Loc3_Habor_00018	Hd#de sy to po pu#cu, pirato?
Loc3_Habor_00019	Znaje#s te#z Ameriku?
Loc3_Habor_00020	Kajkich spod#diwnych piratow to m#eni#s?
Loc3_Habor_00021	Pytam te#z bohatstwo, mjenujcy bohatstwo Serbow.
Loc3_Habor_00022	To zdawa so mi w#sitko n#ekak #spaniske. Bo#zemje.
Loc3_Habor_00023	R#edne m#e. W gro#de #d#e#la s#lu#zabna, kotarej#z gronje Konzuela.
Loc3_Habor_00024	Sy pirat a z tym njama#s p#yistup.
Loc3_Habor_00025	Co to groni, po piratskem na#logu?
Loc3_Habor_00026	Ty sy p#sawy pirat. Mogu to z kokulu teke raz wopyta#y?
Loc3_Habor_00027	Gonzales, kak jo to by#lo z teju kokulu?
Loc3_Habor_00028	Co pyta pirat w Drje#zd#danach?
Loc3_Habor_00029	#Do ga sy po droze - pirat?
Loc3_Habor_00030	Znajo#s teke Ameriku?
Loc3_Habor_00031	Kotarych #diwnych piratow ga m#eni#s?
Loc3_Habor_00032	Pytam teke bogatstwo, rozm#ej, bogatstwo Serbow.
Loc3_Habor_00033	To zdawa se m#e w#sykno n#ekak #spa#nske. Na zasejwi#denje.
Loc3_Habor_00045	Ja sym Krabat, a #st#o sy ty?
Loc3_Habor_00046	Ja som Krabat, a chto sy ty?
Loc3_Habor_00048	Mje mjenuja Gonzales. Sym #spaniski pirat.
Loc3_Habor_00049	M#e se groni Gonzales. Som #spa#nski pirat.
Loc3_Habor_00051	#Spaniske holi#ko?! Je wona rjanolinka? Zaw#es#ce je wona rjana! Wzmi mje tola raz sobu!
Loc3_Habor_00052	#Spa#nske #dow#co?! Jo wona r#edna maru#sa? Zaw#es#ce jo wona r#edna! Wzej m#e tola raz sobu!
Loc3_Habor_00054	Derje, derje. Bych-li wjace chwile m#e#l, bych ju raz na piratske wa#snje wopyta#l!
Loc3_Habor_00055	W por#e#de, no derje. Gaby w#ecej casa m#e#l, jo, potom by #dow#coju po piratskem na#logu wogl#eda#l!
Loc3_Habor_00057	To je cyle jednore. Wozmje#s sej k#otwicu a prawje do#lhi powjaz, a potom dyrbi#s jeno#z hi#s#ce porjadnje krosnowa#c.
Loc3_Habor_00058	To ga jo sce#lego la#zko. Wzejo#s se kokulu a por#ednje d#lujki #stryk, a potom dej#s jano hy#s#ci mocnje l#ez#c.
Loc3_Habor_00060	Spytaj to tola sam - ale ked#dbuj, w#sud#de k#otwica njed#der#zi!
Loc3_Habor_00061	Wopytaj to tola sam - ale gl#edaj, w#su#di kokula nje#dar#zy!
Loc3_Habor_00063	D#dakuju so za kompliment. W#e#s, pira#ca p#rewjele komplimentow njed#ostawaja.
Loc3_Habor_00064	#D#ekuju se za kompliment. W#e#s, piraty p#yewjele komplimentow njedostawaju.
Loc3_Habor_00066	Za to #ci k#otwicu dam. Powjaz dyrbi#s sej sam wobstara#c.
Loc3_Habor_00067	Za to #si kokulu dajom. #Stryk dej#s se sam wobstara#y.
Loc3_Habor_00069	Mam dowol a wopytach swoju sot#ri#kku. Ale #kas so tak skoku minje, a n#etko dyrbju zaso wr#o#co. Moja #l#od#d za tyd#de#n wotj#ed#de.
Loc3_Habor_00070	Som na dowolu a som swojej sot#se wogl#eda#l. Ale cas se tak malsnje minjo, a dejm zasej sl#edk. Moja #lo#d za ty#de#n wotj#e#do.
Loc3_Habor_00072	W#sud#de tam, hd#de#z ma jend#delska flota po morju swoje wikowanske pu#ce.
Loc3_Habor_00073	W#su#di tam, #do#z engelska flota swoje wikowa#nske drogi po morju ma.
Loc3_Habor_00075	W#ezo, to je jend#delska kolonija. Ale rad#so sym w #cop#lej Karibice. Tam ma#s #ci spod#diwnych piratow, ale te#z njesm#erne bohatstwo - ja #ci praju ...
Loc3_Habor_00076	Se w#e, a#z to jo engelska kolonija. Ale lubjej som w #yop#lej Karibice. Tam su #diwne piraty, ale teke mimom#ery wjelike bogatstwa - ja #yi gronim...
Loc3_Habor_00078	N#o haj - zale#zi to najskerje na tej tu#zno#ce w Karibice. Raz sed#dachmy wje#kor na p#ribrjoze. P#lomjenja wohenja knyskotachu,
Loc3_Habor_00079	No jo - jo to nejskerjej ta tu#znos#c w Karibice. Raz smy wjacor na p#yibrjoze sej#deli, p#lomjenja wognja su prjaskotali,
Loc3_Habor_00081	a m#lody pirat pow#eda#se wo swojim wojowanju p#re#ciwo jednomu duchej - duchej stareho kapitana. #Kakaj, kak so w#on mjenowa#se? Le ..., Le ... - ach, ja so hi#zo njedopominam.
Loc3_Habor_00082	a m#lody pirat jo pow#eda#l wo swojom wojowanju p#ye#yiwo jadnomu duchoju - duchoju starego kapitana. Cakaj, kak su jomu gronili? Le..., Le... - ach, ja teke w#ecej njew#em.
Loc3_Habor_00084	#Sto? Kajke bohatstwa tu#ci Serbja maja? Sym tu w Drje#zd#danach n#ekotrych Serbow zezna#l, kot#ri#z su ze swojeje domizny do m#esta #ceknyli.
Loc3_Habor_00085	Co? Kake bogatstwa Serby maju? Som how w Drje#zd#danach n#ekotarych Serbow zezna#l, ken#z su ze swojeje domownje do m#esta wub#egnuli.
Loc3_Habor_00087	Ty r#e#ki#s wo bohatstwach, za nich je hi#zo #skri#kka nad#dije hoberske bohatstwo. W sylzojtych wo#kach #spihelowa#se so bjezk#on#kna zrudoba, horjo a b#eda.
Loc3_Habor_00088	Ty pow#eda#s wo bogatstwach, za nich jo ju#zo #skricka na#deje wjelicke bogatstwo. We wocyma po#lnych #ldzow jo se wotb#ly#s#cowa#la mimom#ery d#lymoka tu#znos#c, #za#los#c a b#eda.
Loc3_Habor_00090	Domizna je jich wupluny#la, a woni jara derje w#ed#da, zo so #zenje njenawr#o#ca.
Loc3_Habor_00091	Domownja jo jich wuplunu#la, a woni wjelgin derje w#e#de, a#z se #zednje njewro#ye.
Loc3_Hala_00000	Durje su zamknjene.
Loc3_Hala_00001	#Durja su zamknjone.
Loc3_Hala_00003	Wobraz n#ekajkeho kurwjercha.
Loc3_Hala_00004	Wobraz n#ekakego kurwjercha.
Loc3_Hala_00006	Tute durje njejsu zamknjene.
Loc3_Hala_00007	Te #durja njejsu zamknjone.
Loc3_Hala_00009	Wobraz wisa p#rewysoko!
Loc3_Hala_00010	Wobraz wisy p#yewusoko!
Loc3_Hala_00012	Potom wobraz hi#s#ce roz#skrabam!
Loc3_Hala_00013	Potom wobraz hy#s#ci roz#skrabajom!
Loc3_Haska_00000	Ze suda kapa wino.
Loc3_Haska_00001	Ze suda chrapjo wino.
Loc3_Haska_00003	#St#o#z tole wid#di, so na blaku wopije.
Loc3_Haska_00004	Chto#z to wi#di, se na flaku wopijo.
Loc3_Haska_00006	S#l#odke wino. To bud#de mi jut#re h#lowa brun#ke#c!
Loc3_Haska_00007	S#lodke wino. To bu#do m#e wit#ye g#lowa binca#y!
Loc3_Haska_00009	Wokno do komedijoweho domu.
Loc3_Haska_00010	Wokno do komedijowego doma.
Loc3_Haska_00012	Tak wokno njedosahnu.
Loc3_Haska_00013	Tak wokno njedosegnjom.
Loc3_Haska_00015	N#etko m#o#zu do komedijoweho domu.
Loc3_Haska_00016	N#ent mogu do komedijowego doma.
Loc3_Haska_00018	Aha, tu k#otwica d#der#zi!
Loc3_Haska_00019	Aha, how kokula #dar#zy!
Loc3_Haska_00021	N#e, tam ja dobrow#olnje njep#o#ndu.
Loc3_Haska_00022	N#e, tam ja dobrowolnje njepojdu.
Loc3_Haska_00024	Kuchar njeje luby kadla!
Loc3_Haska_00025	Kucha#x njejo luby kjarl!
Loc3_Haska_00027	To je dw#elomna ideja! N#e!
Loc3_Haska_00028	To jo #diwna ideja! N#e!
Loc3_Haska_00030	Nad#dijomnje so moja drasta njepuknje, hdy#z dyrbju swoje my#ski tak jara napina#c!
Loc3_Haska_00031	Na#dejnje se moja drastwa njerozpuknjo, ga#z dejm swoje muskle tak wjelgin napina#y!
Loc3_Haska_00033	To je #kerwjene wino. Wone so hubjenje wup#loka!
Loc3_Haska_00034	To jo cerwjene wino. Wono se #spatnje wupa#lka!
Loc3_Haska_00036	K wosu#skej so wino njehod#di!
Loc3_Haska_00037	K wosu#skoju se wino njego#di!
Loc3_Jewisco_00000	Zajimawa to kniha z titulom: #fPublikum a ja. Kak p#rewinu strachi. Kniha za m#lodych d#diwad#delnikow.#F
Loc3_Jewisco_00001	Zajmne te knig#ly z titlom: #fPublikum a ja. Kak p#yewinjom t#sachy. Knig#ly za m#lodych #diwa#delnikow.#F
Loc3_Jewisco_00003	To je prawa kniha za d#diwad#delnikow w komedijowym domje. Pom#ernje #ce#zka wona te#z je.
Loc3_Jewisco_00004	To su te p#sawe knig#ly za #diwa#delnikow w komedijowem domje. Pom#ernje #y#e#zke woni teke su.
Loc3_Jewisco_00006	Tule chcu te#z raz za lud#di hra#c.
Loc3_Jewisco_00007	How cu teke raz za lu#di gra#y.
Loc3_Jewisco_00009	Hdy#z d#ostanje#s na tutym jewi#s#cu m#ocny p#riklesk - kajke je to za#ku#ce?!
Loc3_Jewisco_00010	Ga#z dostanjo#s na tom jawi#s#cu mocny aplaws - kake jo to zacu#ye?!
Loc3_Jewisco_00012	Ow, ta kniha pak je #ce#zka!
Loc3_Jewisco_00013	Ow, te knig#ly su ale #y#e#zke!
Loc3_Jewisco_00015	Ja p#rihladowarjow nimam!
Loc3_Jewisco_00016	Ja p#yigl#edowarjow njamam!
Loc3_Kapala_00000	Dokumenty.
Loc3_Kapala_00001	Dokumenty.
Loc3_Kapala_00003	Dokument.
Loc3_Kapala_00004	Dokument.
Loc3_Kapala_00006	Dokument.
Loc3_Kapala_00007	Dokument.
Loc3_Kapala_00009	N#e, to woporna #skla njeje.
Loc3_Kapala_00010	N#e, to woporna #skla njejo.
Loc3_Kapala_00012	N#e, to woporna #skla njeje.
Loc3_Kapala_00013	N#e, to woporna #skla njejo.
Loc3_Kapala_00015	N#e, to woporna #skla njeje.
Loc3_Kapala_00016	N#e, to woporna #skla njejo.
Loc3_Komedij_00000	Tajka wulka wopica!
Loc3_Komedij_00001	Taka wjelika na#lpa!
Loc3_Komedij_00003	Wopicow znaju dos#c.
Loc3_Komedij_00004	Na#lpow znajom dos#c.
Loc3_Komedij_00006	Tajka wulka sekera.
Loc3_Komedij_00007	Taka wjelika sekera.
Loc3_Komedij_00009	Sekeru njetrjebam.
Loc3_Komedij_00010	Sekeru njetrjebam.
Loc3_Komedij_00012	Drasta s#lu#zownika. Tu zaw#es#ce hi#s#ce trjebam.
Loc3_Komedij_00013	Drastwa s#lu#zabnika. Tu zaw#es#ce hy#s#ci trjebam.
Loc3_Komedij_00015	Hr#ozbna postawa.
Loc3_Komedij_00016	Grozna figura.
Loc3_Komedij_00018	Ma#s zbo#zo, zo ju jeno#z wot zady wid#di#s!
Loc3_Komedij_00019	Ma#s gluku, a#z ju jano wot sl#edka wi#di#s!
Loc3_Komedij_00021	Mje#k.
Loc3_Komedij_00022	Mjac.
Loc3_Komedij_00024	Tesaki.
Loc3_Komedij_00025	Mjacyki.
Loc3_Komedij_00027	#Sto z postawu chcu?
Loc3_Komedij_00028	Co z postawu cu?
Loc3_Komedij_00030	To je rekwizita za d#diwad#lo a jeno#z z drjewa.
Loc3_Komedij_00031	To jo rekwizita za #diwad#lo a jano z drjewa.
Loc3_Komedij_00033	To su rekwizity a jeno#z z drjewa.
Loc3_Komedij_00034	To su rekwizity a jano z drjewa.
Loc3_Kuchnja_00000	Kuchar tu kle#ki a my#se #l#oji.
Loc3_Kuchnja_00001	Kucha#x how kl#ecy a my#sy #loj.
Loc3_Kuchnja_00003	To je za hos#cinu p#rihotowane swinjo.
Loc3_Kuchnja_00004	To jo p#yigotowana swinja.
Loc3_Kuchnja_00006	Rjane jab#luko ma w tlamje.
Loc3_Kuchnja_00007	R#edne jab#luko ma w gubje.
Loc3_Kuchnja_00009	Wupada ka#z #ziwe!
Loc3_Kuchnja_00010	Wugl#edajo ako #zywa!
Loc3_Kuchnja_00012	Drjewo za tepjenje.
Loc3_Kuchnja_00013	Drjewo za topjenje.
Loc3_Kuchnja_00015	Drjewo so zaw#es#ce derje pali.
Loc3_Kuchnja_00016	Drjewo se zaw#es#ce derje pali.
Loc3_Kuchnja_00018	Durje su zamknjene.
Loc3_Kuchnja_00019	#Durja su zamknjone.
Loc3_Kuchnja_00021	To je kralowy zw#on#kk.
Loc3_Kuchnja_00022	To jo klinkack krala.
Loc3_Kuchnja_00024	Wid#du jeno#z njebjo.
Loc3_Kuchnja_00025	Wi#dim jano njebjo.
Loc3_Kuchnja_00027	P#lomjenja so hnydom hasnu.
Loc3_Kuchnja_00028	P#lomjenja se ned gasnu.
Loc3_Kuchnja_00030	N#etko prawje knyskota.
Loc3_Kuchnja_00031	N#ent p#sawje kniskoco.
Loc3_Kuchnja_00033	Wusmu#z so scy#la porjadnje njewari!
Loc3_Kuchnja_00034	Mucka se sce#lego por#ednje njewari!
Loc3_Kuchnja_00036	N#etko so wusmu#z porjadnje wari.
Loc3_Kuchnja_00037	N#ent se mucka por#ednje wari.
Loc3_Kuchnja_00039	Kruch drjewa hi#zo mam.
Loc3_Kuchnja_00040	Teliko drjewa naraz njetrjebam.
Loc3_Kuchnja_00042	Njejsym h#l#odny!
Loc3_Kuchnja_00043	Njejsom g#lodny.
Loc3_Kuchnja_00045	Nimam klu#k!
Loc3_Kuchnja_00046	Njamam kluc!
Loc3_Kuchnja_00048	Rad#so nic!
Loc3_Kuchnja_00049	Lubjej nic!
Loc3_Kuchnja_00051	Tute wokno njedosahnu.
Loc3_Kuchnja_00052	To wokno njedosegnjom.
Loc3_Kuchnja_00054	Njejsym h#l#odny!
Loc3_Kuchnja_00055	Njejsom g#lodny.
Loc3_Kuchnja_00057	Nochcu so spali#c!
Loc3_Kuchnja_00058	Njok se spali#y!
Loc3_Kuchnja_00060	To nochcu zapali#c!
Loc3_Kuchnja_00061	To njok zapali#y!
Loc3_Kuchnja_00063	Swinjo to wjace njetrjeba!
Loc3_Kuchnja_00064	Swinja to w#ecej njetrjeba!
Loc3_Kuchnja_00066	Potom wusmu#z wjace njes#lod#di.
Loc3_Kuchnja_00067	Potom mucka w#ecej njes#lo#di.
Loc3_Kuchnja_00069	K#otwica w swinje#cu? A #sto potom?
Loc3_Kuchnja_00070	Kokula w swini? A co potom?
