Loc2_CornyCholmc2_00002	Ein d#usterer Wald.
Loc1_Kupa1_00011	Du hast Deinen Kopf und ich meinen! Hier gehe ich nicht dr#uber.
Loc1_Mertens1_00002	Ein ruhiger Teich.
Loc1_Mertens1_00005	Jetzt ist es Herbst! Ich kann nicht in jeden Teich springen, den ich sehe!
Loc1_Mertens1_00008	Hier will ich nicht angeln!
Loc1_Mertens1_00031	Wassermann ?! - bist Du es wirklich ?
Loc1_Mertens1_00032	Du h#prst und siehst doch viel - hungriger Mann (Der Witz geht im Deutschen fl#pten...)
Loc1_Mertens1_00033	Ich bin Krabat aus Eutrich.
Loc1_Mertens1_00034	Ja, ich suche die #fSchwarze M#uhle#F - aber woher...
Loc1_Mertens1_00035	Kannst Du mir helfen ? Keiner kann das - da kannst Du jeden fragen...
Loc1_Mertens1_00036	Was bleibt mir #ubrig ? - und ich will doch zu gern wissen, was an den Geschichten Wahres dran ist.
Loc1_Mertens1_00037	Die Irrlichter ? Also sind sie kein M#archen.
Loc1_Mertens1_00038	Ja, die Irrlichter - deren Anf#uhrer habe ich schon kennengelernt. Sie sind kein M#archen.
Loc1_Mertens1_00039	Wieso #uberleben ? Ich will ein ordentlicher, flei#tiger M#uller werden...
Loc1_Mertens1_00040	Huch, jetzt aber schnell weg.
Loc1_Mertens1_00041	Danke f#ur das Gespr#ach.
Loc1_Mertens1_00044	Sicher. Wer sonst ? Ein Faschingskost#um kanns noch nicht sein und bitte nicht an den Ohren ziehen, um es zu #uberpr#ufen !
Loc1_Mertens1_00047	Hey, sie da drau#ten - ich bin noch vom Fr#uhst#uck satt - das hei#tt #fWassermann#F !
Loc1_Mertens1_00050	Ich wei#t - und Du suchst die Schwarze M#uhle.
Loc1_Mertens1_00053	Krabat, unsere Lausitz ist voll von dem Element, in dem ich mich zu Hause f#uhle. Ich bin doch auch ein neugieriger Kerl -
Loc1_Mertens1_00056	und der Wassermann hat Dich ein bi#tchen beobachtet.
Loc1_Mertens1_00059	Sie haben Angst, einfach...Angst...vor der Schwarzen Macht sollte doch jeder Angst haben, oder?
Loc1_Mertens1_00062	So h#pre, Krabat ! Die Schwarze M#uhle ist ein verstecktes Gut im Wald um das Dorf #fSchwarzkollm#F. Es ist keine leichte Sache,
Loc1_Mertens1_00065	diese M#uhle zu finden. Helfen k#pnnen Dir nur die Irrlichter.
Loc1_Mertens1_00068	Sie sind so viel M#archen wie ich. Aber die Irrlichter haben auch ihre Prinzipien. Wenn Du ihnen ein bi#tchen Geld zusteckst, dann
Loc1_Mertens1_00071	h#pre, was sie sagen. Das ist sehr wichtig ! - sonst findest Du die M#uhle niemals nicht. Wenn Du Deinen Dienst beim M#uller #uberlebst,
Loc1_Mertens1_00074	dann komm wieder zu mir.
Loc1_Mertens1_00077	Du Esel...so ein Dienst beim Schwarzen M#uller hat eine bestimmte #fOrdnung#F. Aber - was erz#ahl ich Dir - finde erst einmal die m#uhle und dann
Loc1_Mertens1_00080	wirst Du Dich an meine Worte erinnern.
Loc1_Mertens1_00083	Jurij !!! - komm zum Mittag und bring den kleinen Jakob mit.
Loc1_Mertens1_00086	Du h#prst - meine Frau ruft. Jeden Tag nur Fisch zum Mittag, das h#angt einem zum Halse raus.
Loc1_Mertens1_00089	Also Krabat, gedenke meiner Worte...!!!
Loc1_Mertens1_00106	Wassermann ?! - bist Du es wirklich ?
Loc1_Mertens1_00107	Du h#prst und siehst doch viel, hungriger Mann. (Der Witz geht im Deutschen fl#pten...)
Loc1_Mertens1_00108	Ich bin Krabat aus Eutrich.
Loc1_Mertens1_00109	Ja, aber woher wissen Sie das...
Loc1_Mertens1_00110	K#pnnen Sie mir helfen ? Niemand kann das - da k#pnnen Sie jeden fragen...
Loc1_Mertens1_00111	Wieso #uberleben ? Ich will ein ordentlicher, flei#tiger M#uller werden...
Loc1_Mertens1_00112	Huch, jetzt aber schnell weg.
Loc1_Mertens1_00113	Danke f#ur das Gespr#ach.
Loc1_Mertens1_00116	Sicher. Wer sonst ? Ein Faschingskost#um kanns noch nicht sein und bitte nicht an den Ohren ziehen, um es zu #uberpr#ufen !
Loc1_Mertens1_00119	Hey, sie da drau#ten - ich bin noch vom Fr#uhst#uck satt - das hei#tt #fWassermann#F !
Loc1_Mertens1_00122	Ich wei#t - und jetzt suchst Du eine Rabenfeder.
Loc1_Mertens1_00125	Krabat, unsere Lausitz ist voll von dem Element, in dem ich mich zu Hause f#uhle. Ich bin doch auch ein neugieriger Kerl -
Loc1_Mertens1_00128	und der Wassermann hat Dich ein bi#tchen beobachtet.
Loc1_Mertens1_00131	Aber Krabat, Du hast den M#uller rufen k#pnnen und nun wei#tt Du nicht weiter. Du bist doch ein cleveres Kerlchen mit K#ppfchen. Diese
Loc1_Mertens1_00134	Aufgabe erf#ullst Du auch noch - und wenn Du Deinen Dienst beim M#uller #uberlebst, dann komm wieder zu mir.
Loc1_Mlyn1_00002	Die schwere Eichent#ur schlo#t sich und die Schwarze M#uhle verschluckte Krabat f#ur eine lange Zeit. Er mu#tte schwer arbeiten - riesige S#acke Korn und Mehl brachen das R#uckgrat, den R#ucken und den Willen Krabats.
Loc1_Mlyn1_00005	Hier sind wir. Du hast von ihr getr#aumt, es war Dein gr#p#tter Wunsch. Jetzt erwartet Dich ein neues Leben...
Loc1_Mlyn1_00008	Die Schwarze M#uhle!
Loc1_Mlyn1_00011	Herr M#uller, gleich am Anfang eine kleine Frage an sie...
Loc1_Mlyn1_00014	Was hast Du auf dem Herzen, Krabat ? Knurrt Dir wegen des Fluges der Magen ?
Loc1_Mlyn1_00017	Nein, Herr M#uller. Im M#uhlgraben sehe ich kein Wasser, aber das M#uhlrad dreht sich trotzdem.
Loc1_Mlyn1_00020	Sehr sonderbar, da hast Du recht. Jetzt komm aber...
Loc1_MlynkCornyCholmc1_00002	Du hast mich gerufen und hier bin ich. Ich habe geh#prt, wie sich die Tiere und die Leute erz#ahlten, da#t Du M#uller
Loc1_MlynkCornyCholmc1_00005	werden m#pchtest - und das in meiner M#uhle.
Loc1_MlynkCornyCholmc1_00008	Ja, das ist mein gr#p#tter Wunsch.
Loc1_MlynkCornyCholmc1_00011	So h#pre, Krabat. Wenn das wirklich das ist, wonach Du Dich am meisten sehnst,
Loc1_MlynkCornyCholmc1_00014	dann bringe mir eine Rabenfeder als Zeichen Deines Willens.
Loc1_MlynkCornyCholmc1_00017	Du hast Gl#uck, gerade habe ich eine Lehrling$... verloren ... Wenn Du die Rabenfeder hast,
Loc1_MlynkCornyCholmc1_00020	komm wieder zu diesem Wald und ich werde mich Dir widmen.
Loc1_MlynkCornyCholmc1_00023	Viel Gl#uck, Krabat! Hier hast Du noch eine kleine Hilfe - eine Karte der Heimat,
Loc1_MlynkCornyCholmc1_00026	denn ich warte auf Dich ... und brauche Dich.
Loc1_MlynkCornyCholmc1_00029	Hier ist die Feder.
Loc1_MlynkCornyCholmc1_00032	Die Rabenfeder. Dein Zeichen - Dein Wille. So fliegen wir in die M#uhle, die die Leute nur #fSchwarze M#uhle#F nennen.
Loc1_MlynkCornyCholmc1_00035	Winde und St#urme - der M#uller ruft nach euch,$gewaltige M#achte und Elemente dieser Erde.$Hebt uns auf eure Fl#ugel,$gro#ter Dank erhebt sich in euch.
Loc1_Most1_00002	Ein Hinweisschild.
Loc1_Most1_00005	Ein Hinweisschild.
Loc1_Most1_00008	Das ist das Klosterwasser.
Loc1_Most1_00011	Es zeigt in die Richtung Ralbitz.
Loc1_Most1_00014	Ich kann nicht lesen. Aber Mutter sagte mal, da#t der Weg nach links in eine gro#te Stadt f#uhrt.
Loc1_Most1_00017	In diese Richtung m#pchte ich nicht gehen. Meine F#u#te tragen mich nicht so weit.
Loc1_Most1_00020	Ich bin nicht durstig!
Loc1_Most1_00023	Zum Baden ist es heute zu kalt!
Loc1_Most1_00026	Das will ich nicht anbrennen!
Loc1_Most1_00029	Das hat hier keinen Zweck!
Loc1_Njedz1_00002	Die Sonnenstrahlen glitzern auf dem Wasser.
Loc1_Njedz1_00005	Zum Baden ist es schon zu kalt.
Loc1_Njedz1_00008	Ich bin doch nicht dumm!
Loc1_Njedz1_00011	Hier will ich nicht angeln!
Loc1_Polo1_00002	Sie arbeiten auf dem Feld.
Loc1_Polo1_00005	Steine auf dem Weg.
Loc1_Polo1_00008	Heh, das sind ja Feuersteine!
Loc1_Polo1_00011	Wof#ur sollte ich sie bestrafen?
Loc1_Polo1_00014	Wof#ur sollte ich ihn bestrafen?
Loc1_Polo1_00017	Ich will sie nicht ver#argern!
Loc1_Polo1_00020	Ich will ihn nicht ver#argern!
Loc1_Polo1_00023	Nehmen wir sie ersteinmal mit.
Loc1_Polo1_00044	Guten Tag ! Ich bin Krabat aus Eutrich.
Loc1_Polo1_00045	Ach, in Eutrich passiert nicht viel. Die Zeit ist$dort schon vor Jahren stehengeblieben.
Loc1_Polo1_00046	Der slawische Dickkopf ist nicht hart, aber geduldig.
Loc1_Polo1_00047	Die Schwarze M#uhle. Haben Sie davon$schon einmal geh#prt ?
Loc1_Polo1_00048	Bauen Sie kein Getreide an ?
Loc1_Polo1_00049	Keiner wei#t, wo diese Schwarze M#uhle liegt !
Loc1_Polo1_00050	Welche neue Welt meinen Sie ?
Loc1_Polo1_00051	Wer aber bleibt hier ? Wer verk#undet an Ostern$dann zu Pferde die frohe Botschaft ? Welche Mutter$wird ihrer Tochter in die Tracht helfen ?
Loc1_Polo1_00052	Weglaufen ? Wenn man einmal damit anf#angt,$findet man kein Ende.
Loc1_Polo1_00053	Ich m#pchte Sie nicht von der Arbeit abhalten.$Auf Wiedersehen.
Loc1_Polo1_00056	Ich bin Michael und das ist die #angstliche Agnes - meine Frau. Was gibt es Neues in Eutrich?
Loc1_Polo1_00059	Das ist wahrscheinlich in der ganzen Lausitz so. Jeden Tag derselbe Ablauf. Der Krieg ist schon
Loc1_Polo1_00062	40 Jahre vorbei - ge#andert hat sich immer noch nichts.
Loc1_Polo1_00065	Wir stehen hier, die Junker stehen dort - auf ewig...
Loc1_Polo1_00068	Schwatze nicht so viel - arbeite lieber !!! Wenn der Gutsverwalter das sieht, bekommen wir wieder Pr#ugel.
Loc1_Polo1_00071	Schweig, Weib ! Sicher bekommen wir Pr#ugel - wieder und wieder. Pr#ugel f#ur verbranntes Getreide,
Loc1_Polo1_00074	Pr#ugel f#ur magere Schweine, Pr#ugel f#ur Geschw#atz..., aber der slawische Dickkopf ist hart.
Loc1_Polo1_00077	Ja, vielleicht ist er geduldig, vielleicht zu geduldig. Es ist besser, wenn wir von hier fliehen.
Loc1_Polo1_00080	In eine andere Gegend oder ueber das gro#te Meer in die neue Welt.
Loc1_Polo1_00083	Ich brauche keine M#uhle.
Loc1_Polo1_00086	Nein. Unser Boden vor dem Haus ist zu sandig.
Loc1_Polo1_00089	Vielleicht wissen die H#andler in Wittichenau mehr. Sie handeln doch mit Mehl und Getreide.
Loc1_Polo1_00092	Oder der alte Schw#atzer in Sch#pnau - der Wirt.
Loc1_Polo1_00095	Heutzutage h#prt man viel von dem Land, welches so gro#t sein mu#t, da#t f#ur jeden genug Boden da ist. Dort braucht
Loc1_Polo1_00098	man keinen Frondienst zu leisten,$man arbeitet f#ur sich selbst oder die Familie.
Loc1_Polo1_00101	Ich wei#t gar nicht, wie das ist...
Loc1_Polo1_00104	Wenn man nichts mehr zu bei#ten hat. N#achstes Jahr verlassen wir mit den Nachbarn das Heimatdorf.
Loc1_Polo1_00107	Wer sagt das?! Wer sagt das?! Du siehst nicht so aus, als h#attest Du das Recht, sowas zu sagen!
Loc1_Polo1_00110	Wir sind Unrat in den Augen der Junker - aber dieser Unrat lebt!
Loc1_Polo1_00113	Deshalb m#ussen wir hier weg ! - dorthin, wo man leben kann.
Loc1_Ralbicy1_00002	Oh, sie ist ja immer noch nicht fertig!
Loc1_Ralbicy1_00005	Er arbeitet flei#tig.
Loc1_Ralbicy1_00008	Ich besuche die Kirche, wenn sie fertig ist!
Loc1_Ralbicy1_00011	Wof#ur sollte ich ihn bestrafen?
Loc1_Ralbicy1_00014	Der ist meine !
Loc1_Ralbicy1_00017	Ich will ihn nicht ver#argern.
Loc1_Ralbicy1_00036	Ich bin Krabat aus Eutrich und wer sind Sie?
Loc1_Ralbicy1_00037	Ich habe niemanden ver#argert. Der Winter war ziemlich hart und die meisten Leute haben mich abgewiesen.
Loc1_Ralbicy1_00038	Voller Frondienst, was bedeutet das?
Loc1_Ralbicy1_00039	Warum sind die Junker so gierig?
Loc1_Ralbicy1_00040	Ihr habt ja hier eine ganz sch#pn gro#te Baustelle in Ralbitz.
Loc1_Ralbicy1_00041	Wir sind mitten in der Woche und keiner arbeitet hier.
Loc1_Ralbicy1_00042	Kennen Sie die Schwarze M#uhle?
Loc1_Ralbicy1_00043	Haben Sie vielen Dank f#ur das Gespr#ach - Auf Wiedersehen.
Loc1_Ralbicy1_00044	#Ah, nichts weiter...
Loc1_Ralbicy1_00047	Du kannst Fragen stellen ! Wenn der Mensch einmal etwas hat, dann will er immer noch mehr .
Loc1_Ralbicy1_00050	Der Junker hat die Macht, seinen Reichtum auf dem R#ucken der Bev#plkerung zu vermehren . Au#terdem zahlt
Loc1_Ralbicy1_00053	der Bezirk viel Geld und 30 Jahre lang Krieg zu f#uhren kostet nochmal so viel Geld .
Loc1_Ralbicy1_00056	Die Arbeit auf den Feldern des Junkers hat sich verl#angert. Wir m#ussen uns 6 Tage die Woche auf den
Loc1_Ralbicy1_00059	Feldern des Junkers schinden und das jetzt auch mit unserem pers#pnlichen Werkzeug oder Gespann.
Loc1_Ralbicy1_00062	Die Arbeit auf unseren Feldern interessiert den Junker nicht.
Loc1_Ralbicy1_00065	Sicher, Herr Krabat ! Die Bauern warten ja nur$auf Dich, um Dir ihre Reicht#umer zu schenken .
Loc1_Ralbicy1_00068	Wir hungern selbst ! Der volle Frondienst macht uns$kaputt und niemand wei#t, ob wir den Winter #uberleben .
Loc1_Ralbicy1_00071	Dich kenne ich doch . Du hast letzten Winter bei uns gebettelt und meine Frau ganz sch#pn erz#urnt .
Loc1_Ralbicy1_00074	Vergangenen Monat habe ich die letzten Arbeiter gesehen. Die Kirche wird wohl noch in 50 Jahren nicht fertig sein.
Loc1_Ralbicy1_00077	Ja, das ist unsere Kirche .
Loc1_Ralbicy1_00080	Die Schwarze M#uhle ? Sonderbarer Name . Nein - da kann ich Dir nicht helfen . Aber frage doch mal
Loc1_Ralbicy1_00083	den Wirt in Sch#pnau. Der wei#t sowas bestimmt.
Loc1_Rapak1_00002	Das Schild h#angt nicht richtig fest.
Loc1_Rapak1_00005	Ein schwarzer Rabe. Welche Farbe sollte das Gefieder auch haben?
Loc1_Rapak1_00008	Er sitzt hier. Wieder so ein schwarzer Vogel.
Loc1_Rapak1_00011	Eine Rabenfeder!
Loc1_Rapak1_00014	Ein Schild aus Holz.
Loc1_Rapak1_00017	Er l#a#tt sich nicht fangen.
Loc1_Rapak1_00020	Ich kann nicht lesen, was hier steht.
Loc1_Rapak1_00023	Ich wei#t nicht, wohin der Weg f#uhrt!
Loc1_Rapak1_00026	Das will ich nicht anz#unden!
Loc1_Rapak1_00029	Das geht auch einfacher!
Loc1_Rapak1_00032	Ich will ihn nicht l#anger #argern!
Loc1_Rapak1_00035	So erreiche ich ihn nicht!
Loc1_Sunow1_00002	Das ist Sch#pnau. Hier war ich schon mal betteln.
Loc1_Sunow1_00005	Das Dorf schaue ich mir lieber mal aus der N#ahe an.
Loc1_Sunow1_00008	Ich will das Dorf doch nicht anbrennen!
Loc1_Wila1_00002	Das sind gewaschene Kleider und Anz#uge. Sie trocknen.
Loc1_Wila1_00005	Die Leine, an der die Kleider trockneten.
Loc1_Wila1_00008	Eine lange und feste Leine.
Loc1_Wila1_00011	Die Tuer ist verschlossen.
Loc1_Wila1_00014	Was soll das hei#ten ? Ich kann die Kleider keinen Augenblick hier hinh#angen, ohne da#t sie verschwinden ! Trau Dich ja nicht noch einmal !
Loc1_Wila1_00017	Was habe ich Dir gesagt ! Wasch Dir die F#u#te, damit der Dreck in Deinen Ohren weiterrutscht !
Loc1_Wila1_00020	Jetzt aber schnell verstecken!
Loc1_Wila1_00023	Was f#ur eine Bescherung - die sch#pnen Kleider und Anz#uge ! Ow, ow, da wird der Junker wieder schimpfen. Jetzt mu#t ich alles nochmal waschen !
Loc1_Wila1_00026	Das will ich nicht anbrennen!
Loc1_Wila1_00029	Ich habe keine Zeit daf#ur!
Loc1_Wjes1_00002	Er arbeitet so heftig, da#t sogar Funken fliegen!
Loc1_Wjes1_00005	Sch#pnauer F#asser.
Loc1_Wjes1_00008	Ich sehe den Wirt in der K#uche.
Loc1_Wjes1_00011	Das eiserne Schild der Kneipe. Es schaukelt im Wind.
Loc1_Wjes1_00014	Das Feuer knistert.
Loc1_Wjes1_00017	Sie sind zu schwer!
Loc1_Wjes1_00020	Durch das Fenster krieche ich nicht in die Kneipe!
Loc1_Wjes1_00023	Ich kann das Schild nicht erreichen.
Loc1_Wjes1_00026	Ich will nicht verbrennen! Dann ist das Spiel gleich zu Ende.
Loc1_Wjes1_00029	Das will ich nicht verbrennen!
Loc1_Wjes1_00032	Wof#ur sollte ich ihn bestrafen?
Loc1_Wjes1_00035	Ich will ihn nicht ver#argern!
Loc1_Wjes1_00038	Der Stock ist zu kurz!
Loc1_Wjes1_00041	Besser wird es nicht brennen!
Loc1_Wjes1_00064	Ich bin Krabat und suche die Schwarze M#uhle.
Loc1_Wjes1_00065	Ich m#pchte M#uller werden. Ich habe jahrelang gebettelt und die Armut zu Hause kann ich nicht mehr sehen.
Loc1_Wjes1_00066	Ich will aber mehr lernen. Die Leute erz#ahlen, da#t man in der M#uhle auch die Schwarze Kunst erlernen kann.
Loc1_Wjes1_00067	Basteln Sie auch #fSchuhe#F f#ur Pferde ?
Loc1_Wjes1_00068	Heute sind aber nicht so viele Leute unterwegs.
Loc1_Wjes1_00069	Letztes Jahr sah ich sogar einen Faschingsumzug in einem kleinen St#adtchen.
Loc1_Wjes1_00070	Abraham Frenzel ? Von ihm hat unser Pfarrer schon einmal erz#ahlt.
Loc1_Wjes1_00071	Ich w#urde auch gerne mal ein Buch lesen oder einen Brief schreiben.
Loc1_Wjes1_00072	Ich gehe im Winter nicht zum Spinnen, sondern betteln.
Loc1_Wjes1_00073	Sie wissen also nicht, wo die Schwarze M#uhle ist ?
Loc1_Wjes1_00074	Ich mu#t weiter - Auf Wiedersehen.
Loc1_Wjes1_00077	Ich hei#te Jurij und bin der Dorfschmied hier in Sch#pnau. Wieso suchst Du diese M#uhle ?
Loc1_Wjes1_00080	Du willst also richtig arbeiten? Ich suche noch nach einem Lehrling.
Loc1_Wjes1_00083	Wenn Du Lust hast, dann kannst Du hier bleiben.
Loc1_Wjes1_00086	Im Winter wird viel beim Spinnen getratscht. Sicher tr#aumt jeder von einem besseren Leben
Loc1_Wjes1_00089	oder von einem Buch, wo man durch Abrakadabra die Welt ver#andern kann.
Loc1_Wjes1_00092	Da bist Du wirklich ein armer Kerl. Das ist ein Teil des gemeinsamen Dorflebens.
Loc1_Wjes1_00095	Vor allem die Jugend trifft sich im Winter zum Spinnen. Dabei wird erz#ahlt, gesungen oder sogar getanzt.
Loc1_Wjes1_00098	Im Sommer ist das wegen der Arbeit auf den Feldern fast unm#pglich.
Loc1_Wjes1_00101	Frag doch die G#aste im Wirtshaus. Sie sehen und h#pren eine Menge.
Loc1_Wjes1_00104	Sicher! Hufeisen bringen viel Geld. Wenn in Wittichenau Ferkelmarkt ist, ist hier ganz sch#pnes Gedr#ange.
Loc1_Wjes1_00107	Ja, die meisten Bauern sind noch auf den Feldern der Junker. Der letzte Frost mahnt zur Eile, bevor die
Loc1_Wjes1_00110	Natur in den langen Schlaf f#allt und die Leute wieder mehr Zeit haben.
Loc1_Wjes1_00113	Das war bestimmt in Wittichenau. Aber auch auf dem Dorf wird Fasching gefeiert. Wie Abraham Frenzel
Loc1_Wjes1_00116	mir einmal sagte: Fasching - das ist das Fest des Fressens, Tanzens und Saufens.
Loc1_Wjes1_00119	Jaja, er ist sehr bekannt. Abraham hat mich mal auf ein Bier eingeladen, weil ich Hufeisen f#ur sein
Loc1_Wjes1_00122	Pferd geschmiedet habe. Er kann wunderbar erz#ahlen - #uber die Geschichte der Sorben, #uber
Loc1_Wjes1_00125	unsere Heimat - er schreibt gerade wieder an einem Buch. Ein sehr kluger Mann.
Loc1_Wjes1_00128	Bildung kostet einiges. Daf#ur bist Du zu arm. Vielleicht gibt es inrgendwann einmal eine Zeit, wo jeder so etwas lernen kann.
Loc1_Wjes1_00131	Aber wenn ich mir das richtig #uberlege - wof#ur? Zum Schmieden von Eisen brauche ich das nicht.
Loc1_Wobzor1_00002	Von hier aus kann ich den Flu#t doch gar nicht sehen!
Loc1_Wobzor1_00005	Von hier aus kann ich den Flu#t doch gar nicht sehen!
Loc1_Wobzor1_00008	Von hier aus kann ich den Flu#t doch gar nicht sehen!
Loc1_Zawod1_00002	Der Krieg zog durchs Land und brachte gro#tte Not und Elend mit sich. Auch das sorbische Volk litt unter dem Joch der fremden Armeen. Soldaten und R#auber w#uteten 30 Jahre lang, und als sie sich zur#uckzogen, verschwanden Leid und Hunger nicht. Armut herrschte unter der sorbischen Bev#plkerung und war ein st#andiger Begleiter des einfachen Mannes.
Loc1_Zawod1_00005	Doch ging es nicht allen schlecht. Die Junker eigneten sich als Offiziere w#ahrend des Krieges einige Reicht#umer an. Das war ihnen aber nicht genug. Die Bauern mu#tten f#ur sie Frondienst leisten, die Zeche zahlen und sich sogar an Feiertagen schinden. Freuen und vergn#ugen durfte sich nur der Junker. Und das sorbische Volk erz#ahlte sich, da#t aus dem Volk ein ungew#phnlicher Held oder Recke hervortritt, welcher der Zauberei und anderer Kunde m#achtig ist und m#achtiger ist als der M#achtigste in den Schl#pssern.
Loc1_Zawod1_00008	Einige Jahre nach dem Krieg hat sich an der Lage der Sorben nicht viel ge#andert. In jener Zeit lebte in Eutrich eine Hirtenfamilie, die so arm war, da#t ihr einziger Sohn Krabat sich schon von kleinauf sein t#aglich Brot selbst verdienen mu#tte. Im Sommer h#utete er Schweine und G#anse, und im Winter ging er betteln, damit er nicht verhungerte.
Loc1_Zawod1_00027	Ach, jeden Tag dasselbe Elend...
Loc1_Zawod1_00028	Das Jahr neigt sich dem Ende zu,$der erste Frost hat die Bl#atter der B#aume eingef#arbt
Loc1_Zawod1_00029	und bald muss ich wieder zu Leuten betteln gehen$(welch Schande)!
Loc1_Zawod1_00030	Warum bin ich nicht der geliebte Sohn$eines solchen dicken Junkers ?
Loc1_Zawod1_00031	Wenn mich meine Mutter nur aus dem Haus lassen w#urde -$ja, dann w#urde ich nach dieser M#uhle suchen,
Loc1_Zawod1_00032	von der die Leute erz#ahlen, da#t$dort der Teufel selbst das Korn mahlt.
Loc1_Zawod1_00033	Na ja, was sich die Leute$alles so erz#ahlen...
Loc1_Zawod1_00034	Krabat als starker M#uller -$immer etwas zu Essen, eine warme Kammer, und vielleicht noch ein bi#tchen Zauberei -$das w#are es!
Loc1_Zawod1_00035	Krabat als m#achtiger Zauberer,$das w#urde auch meinen Eltern belieben, und mehr helfen, als$hier zu sitzen und Federvieh zu h#uten.
Loc1_Zawod1_00038	Die Lausitz in der ersten H#alfte des 17. Jahrhunderts
Loc1_Zawod1_00041	Schlu#t damit!
Loc1_Zdzary1_00002	Sie steht vor dem Haus.
Loc1_Zdzary1_00005	Sie schaut aus dem Fenster.
Loc1_Zdzary1_00008	Die T#ur f#allt bald auseinander!
Loc1_Zdzary1_00011	Nein, in dieses Haus will ich nicht!
Loc1_Zdzary1_00014	Dort gehe ich nicht hin! Ich habe Angst vor dem Hund!
Loc1_Zdzary1_00017	Wof#ur sollte ich sie bestrafen?
Loc1_Zdzary1_00020	Ich will sie nicht ver#argern!
Loc1_Zdzary1_00051	Ich bin Krabat. Ich m#pchte M#uller werden und deshalb suche ich die Schwarze M#uhle.
Loc1_Zdzary1_00052	Welche Plage meinen Sie ?
Loc1_Zdzary1_00053	Sagen Sie mir bitte, wo dieser Wald ohne Ausweg ist.
Loc1_Zdzary1_00054	Ihr Haus f#allt bald zusammen !
Loc1_Zdzary1_00055	Haben Sie denn keinen Mann ?
Loc1_Zdzary1_00056	Und wo ist Ihr Mann jetzt ?
Loc1_Zdzary1_00057	Oh, entschuldigen sie bitte, das konnte ich nicht wissen. Wie kann ich Ihnen helfen ?
Loc1_Zdzary1_00058	Sie sprechen in R#atseln - nur ein bi#tchen deutlicher, bitte!
Loc1_Zdzary1_00059	Wieso ohne Ausweg?
Loc1_Zdzary1_00060	Ist der M#uller dieser Teufel?
Loc1_Zdzary1_00061	Wer hilft mir dabei, die Schwarze M#uhle zu finden?
Loc1_Zdzary1_00062	Wie finde ich diesen... dieses... halt diese Person denn?
Loc1_Zdzary1_00063	Tiefe Erde ? Grau ? ? ? Das ist ja interessant.
Loc1_Zdzary1_00064	Wozu mu#t ich die Zahl auff#ullen?
Loc1_Zdzary1_00065	Ich habe mich geirrt. Auf Wiedersehen.
Loc1_Zdzary1_00068	Krabat!? Junger Bursche...
Loc1_Zdzary1_00071	hehehe...
Loc1_Zdzary1_00074	sch#pner Bursche - die Plage der armen Seelen wird Dich fangen - dann bist Du verloren...
Loc1_Zdzary1_00077	hehehe.
Loc1_Zdzary1_00080	Der Teufel wirtschaftet im Wald ohne Ausweg...
Loc1_Zdzary1_00083	hehehehe.
Loc1_Zdzary1_00086	Hehehe -
Loc1_Zdzary1_00089	tiefer Boden, da bist Du auf dem Weg. Grauer Nebel von Weitem, da bist Du auf dem Weg...
Loc1_Zdzary1_00092	hehehe.
Loc1_Zdzary1_00095	Zweifle ? nicht ! - bleibst Du auf dem Weg !
Loc1_Zdzary1_00098	Hehehe -
Loc1_Zdzary1_00101	der Wald ohne Ausweg...
Loc1_Zdzary1_00104	hehehe.
Loc1_Zdzary1_00107	Auf Fragen Antworten, f#ur R#atsel K#ppfchen, f#ur Spr#uche einen Groschen. Der Wald ohne Ausweg...
Loc1_Zdzary1_00110	hehehe -
Loc1_Zdzary1_00113	ohne Ausweg!
Loc1_Zdzary1_00116	Sie warten #uberall...
Loc1_Zdzary1_00119	hehe -
Loc1_Zdzary1_00122	Auf einer Seite der Teufel, auf der anderen die Teufel... Die Fl#ammchen zeigen den Weg...
Loc1_Zdzary1_00125	hehe -
Loc1_Zdzary1_00128	zu einem.
Loc1_Zdzary1_00131	Hehehe -
Loc1_Zdzary1_00134	Wer ist der Teufel? Der Soldat, der Bauer, der Junker, der K#pnig oder der M#uller?
Loc1_Zdzary1_00137	Hehe -
Loc1_Zdzary1_00140	oder der M#uller!
Loc1_Zdzary1_00143	Es ist kein Tier und auch kein Mensch...
Loc1_Zdzary1_00146	hehe -
Loc1_Zdzary1_00149	Augen wie ein Uhu, die Haut wie ein Fisch...
Loc1_Zdzary1_00152	hehe -
Loc1_Zdzary1_00155	es ist nicht alt, auf keinen Fall aber jung...
Loc1_Zdzary1_00158	hehe -
Loc1_Zdzary1_00161	die Kinder f#urchten es.
Loc1_Zdzary1_00164	Dort, wo die Schwarze Elster flie#tt...
Loc1_Zdzary1_00167	hehe.
Loc1_Zdzary1_00170	Am Uferrand sah ich eine Statue sitzen - es erschrak...
Loc1_Zdzary1_00173	hehe -
Loc1_Zdzary1_00176	ins Wasser und weg...
Loc1_Zdzary1_00179	hehehehe.
Loc1_Zdzary1_00182	Zw#plf hat er...
Loc1_Zdzary1_00185	hehe -
Loc1_Zdzary1_00188	der Meister der schwarzen Kunst...
Loc1_Zdzary1_00191	hehe -
Loc1_Zdzary1_00194	bist Du klug und gewinnst ? ...
Loc1_Zdzary1_00197	hehe -
Loc1_Zdzary1_00200	elf hat er und Krabat f#ullt die Zahl auf...
Loc1_Zdzary1_00203	hehe.
