Casnik_1|Won how stra#zujo.
Wjes1_6|Su p#ye#y#e#zke!
Wjes1_7|P#yez wokno do kjarcmy njel#ezom!
Wjes1_8|Njamogu znamje dosegnu#y.
Wjes1_9|Njok se spali#y! Potom jo to gra#ye ned ku ko#ncoju!
Wjes1_10|To njok spali#y!
Wjes1_11|Za co by jogo deja#l wot#strofowa#y?
Wjes1_12|Njok, a#z se rozgori!
Wjes1_13|Kij jo p#yekrotki!
Wjes1_14|DS L#epje so nje#nd#de pali#c!
Wjes1_15|M#e se groni Juro a som wejsny kowal how w #Sunowje. Cogodla pyta#s ten m#lyn?
Wjes1_16|Co#s potakem por#ednje #d#e#la#y? Ja pytam hy#s#ci wuknje#nca.
Wjes1_17|Ga#z ma#s lu#st, mo#zo#s how wosta#y.
Wjes1_18|W zymskem casu se na p#y#ezy wjelgin wjele plapoco.
Wjes1_19|Se w#e, a#z cowa ku#zdy wo l#ep#sem #zywjenju abo wo knig#lach, #do#z mo#zo#s z #fabrakadabra#F sw#et zm#eni#y.
Wjes1_20|To sy nap#sawdu chudy kjarl. P#y#eza ga jo to #d#el zgromadnego wejsa#nskego #zywjenja.
Wjes1_21|Wosebnje m#lo#dina se w zymje na p#y#ezy zmaka. P#yi tom wulicujo, spiwa abo samo rejujo.
Wjes1_22|Dla #d#e#la na polach a w l#e#yu jo lu#stowanje skoro njemo#zne.
Wjes1_23|P#sa#saj ga se gos#ci w kjarcmje. Te wjele wi#de a s#ly#se.
Wjes1_24|Se w#e! Podkowy za konje p#yinjasu r#edny dobytk. Ga#z su skotne wiki w Kulowje, jo how zogol a ru#sowanje.
Wjes1_25|N#e, w#sak jo w#et#syna burow hy#s#ci na kn#eskich polach. Pr#edny mroz goni do sp#echa,
Wjes1_26|nje#zli se p#yiroda do d#lujkego spanja dajo a lu#de zasej w#ecej casa maju.
Wjes1_27|To jo zaw#es#ce w Kulowje by#lo. Ale teke na jsy sw#e#ye zapust.
Wjes1_28|Ako jo Frenclojc Abraham m#e raz groni#l: #fZapust - sw#e#de#n #zranja, rejow a pi#ya.#F
Wjes1_29|Jo, jo. Won jo znaty lu#d. Abraham jo m#e raz na piwo p#yep#sosy#l, dokula#z som za jogo konja podkowy na#d#e#la#l.
Wjes1_30|Won mo#zo wjelicnje pow#eda#y - wo stawiznach Serbow, wo na#sej domowni -
Wjes1_31|rowno zasej jadne knig#ly pi#so. Wjelgin mudry to lu#d.
Wjes1_32|Kub#lanje bejnje wjele p#la#yi. Za to sy p#yechudy. Sna#d zaswita raz #de#n, ga#z mo#zo ku#zdy take n#eco nawuknu#y.
Wjes1_33|Ale ga#z se to p#sawje p#yemysluju - za co? P#yi kowanju zeleza to njetrjebam.
Wjes1_34|Ja som Krabat. Pytam Cartojski m#lyn.
Wjes1_35|Cu by#y m#ly#nski. Som l#eta p#sosyt choj#di#l a w zymje cesto g#lodny by#l. Chudobu doma w Jitku w#ecej njeznjasom.
Wjes1_36|Cu pak w#ecej nawuknu#y. Lu#de pow#edaju, a#z ma#s w Cartojskem m#lynje teke p#yistup ku guslowarstwoju.
Wjes1_37|Basli#yo teke konjam #fcrjeje#F?
Wjes1_38|#Dinsa pak njejo teliko lu#di po droze.
Wjes1_39|Zachadne l#eto som samo w jadnom ma#lem m#es#ce zapustojski p#ye#y#eg wi#de#l.
Wjes1_40|Abraham Frencel? Wo njom jo kn#ez fara#x ju#zo raz pow#eda#l.
Wjes1_41|By teke rady knig#ly cyta#l abo raz list napisa#l.
Wjes1_42|Njechoj#dim w zymje na p#y#ezu, ale p#sosyt.
Wjes1_43|Wy potakem njew#es#co, #do Cartojski m#lyn stoj?
Wjes1_44|Dejm dalej - na zasejwi#denje.
Wjes2_1|Won tak mocnje #d#e#la, a#z #skr#e l#etaju!
Wjes2_2|#Sunojske sudy.
Wjes2_3|How jo w#su#di #yma.
Wjes2_4|Zelezne znamje kjarcmy. To se we w#et#syku t#sumpa.
Wjes2_5|Woge#n knykoco.
Wjes2_6|Su p#ye#y#e#zke!
Wjes2_7|P#yez wokno do kjarcmy njel#ezom!
Wjes2_8|Njamogu znamje dosegnu#y.
Wjes2_9|Njok se spali#y! Potom jo to gra#ye ned ku ko#ncoju!
Wjes2_10|#Diwnje, #durja su zamknjone!
Wjes2_11|To njok spali#y!
Wjes2_12|Za co by jogo deja#l wot#strofowa#y?
Wjes2_13|Njok, a#z se rozgori!
Wjes2_14|Kij jo p#yekrotki!
Wjes2_15|DS L#epje so nje#nd#de pali#c!
Wjes2_16|Se w#e! Podkowy za konje p#yinjasu r#edny dobytk. Ga#z su skotne wiki w Kulowje, jo how zogol a ru#sowanje.
Wjes2_17|N#e, w#sak jo w#et#syna burow hy#s#ci na kn#eskich polach. Pr#edny mroz goni do sp#echa,
Wjes2_18|nje#zli se p#yiroda do d#lujkego spanja dajo a lu#de zasej w#ecej casa maju.
Wjes2_19|To jo zaw#es#ce w Kulowje by#lo. Ale teke na jsy sw#e#ye zapust.
Wjes2_20|Ako jo Frenclojc Abraham m#e raz groni#l: #fZapust - sw#e#de#n #zranja, rejow a pi#ya.#F
Wjes2_21|Jo, jo. Won jo znaty lu#d. Abraham jo m#e raz na piwo p#yep#sosy#l, dokula#z som za jogo konja podkowy na#d#e#la#l.
Wjes2_22|Won mo#zo wjelicnje pow#eda#y - wo stawiznach Serbow, wo na#sej domowni -
Wjes2_23|rowno zasej jadne knig#ly pi#so. Wjelgin mudry to lu#d.
Wjes2_24|Kub#lanje bejnje wjele p#la#yi. Za to sy p#yechudy. Sna#d zaswita raz #de#n, ga#z mo#zo ku#zdy take n#eco nawuknu#y.
Wjes2_25|Ale ga#z se to p#sawje p#yemysluju - za co? P#yi kowanju zeleza to njetrjebam.
Wjes2_26|Poddane, serbske wejsanarje!
Wjes2_27|Jogo gnadna majestos#c, kurwjerch Sakskeje a kral Polskeje Awgust II., pomjenjony Mocny, bu#do se na domojdroze z War#sawy do Drje#zd#da#nskeje rezidence p#yez gornjo#lu#zyske drogi pogibowa#y.
Wjes2_28|Kral se wjaseli, ga#z wi#di se smjejuce woblica #y#e#zko #d#e#lajucych poddanow, kwi#yece pola a #luki a r#edne #dow#ca. Docakujomy krala how na tom ko#ncu za n#e#di po#ltera go#diny.
Wjes2_29|Kral? Awgust Mocny? To ned mamje gronim!
Wjes2_30|Basli#yo teke konjam #fcrjeje#F?
Wjes2_31|#Dinsa pak njejo teliko lu#di po droze.
Wjes2_32|Zachadne l#eto som samo w jadnom ma#lem m#es#ce zapustojski p#ye#y#eg wi#de#l.
Wjes2_33|Abraham Frencel? Wo njom jo kn#ez fara#x ju#zo raz pow#eda#l.
Wjes2_34|By teke rady knig#ly cyta#l abo raz list napisa#l.
Wjes2_35|Dejm dalej - na zasejwi#denje.
Wobzor1_1|Wot how r#eku sce#lego wi#de#y njamogu!
Wobzor1_2|Wot how r#eku sce#lego wi#de#y njamogu!
Wobzor1_3|Wot how r#eku sce#lego wi#de#y njamogu!
Wotrow_1|To jo zaw#es#ce Klo#starska woda!
Wotrow_2|How ju#zo w#sykno spi.
Wotrow_3|To dostanjom jano mok#sej noze.
Wotrow_4|Do cuzych woknow njepogl#ednjom.
Wotrow_5|Sl#edk w#ecej njepojdu.
Wotrow_6|DS Doma b#e w#ezo wulke wjeselo po nawr#o#ce zhubjeneho syna. ma#c b#e#se na#seho m#lodeho rjeka porjadnje wuswarje#la, ale wje#kor p#ri dobrym kusku swinje#ca, kotre#z b#e#se nan zar#eza#l, so #cmowe mr#o#kele ma#cerneje staros#ciwos#ce rozpu#s#cichu. Krabat dyrbje#se p#ri njed#delskej sukni ma#cerje slubi#c, zo wostanje w domiznje. Haj, w domiznje, #sto#z zap#rija w#ezo te#z ma#lu serbsku wjesku Wotrow, nad kotrej#z tr#onuje wu#cek na#sich prjedownikow - hrod#di#s#co.%%Tam chowa so s#lawna kniha. A Krabat so zaso na pu#c poda.
Zachod_1|#Stryck.
Zachod_2|Drjewjane kisty.
Zachod_3|Nowy #d#el drjewjanego #spundowanja!
Zachod_4|Delka.
Zachod_5|Tala#x a taski.
Zachod_6|Wjeliki korbik.
Zachod_7|Drjewjane kisty.
Zachod_8|Puh, te kisty su p#ye#y#e#zke. Njamam dos#c mocy.
Zachod_9|Kisty su p#yecej hy#s#ci p#ye#y#e#zke za mnjo.
Zachod_10|N#ent jo ze suwanim ko#nc!
Zachod_11|Za to trjebam wotpow#edny r#ed.
Zachod_12|Tak to poj#do!
Zachod_13|Wona jo p#ye#ya#nka!
Zachod_14|Tak ju hy#s#ci roz#lamajom!
Zachod_15|Taku delku w#ecej njetrjebam! How njejsu w#ecej #zedne mos#ciki dokusow.
Zachod_16|Za co by je trjeba#l?
Zachod_17|Korbik ja njedosegnjom.
Zahrodnik_1|Won #d#e#la.
Zahrodnik_2|Modelowa twa#x.
Zahrodnik_3|#Lopjeno.
Zahrodnik_4|Budka.
Zahrodnik_5|Wjelike #lopjeno.
Zahrodnik_6|Pisa#nske pjerje.
Zahrodnik_7|Dokumenty.
Zahrodnik_8|P#ye#y#e#zka ...
Zahrodnik_9|Teliko licbow m#e jano zamu#yijo.
Zahrodnik_10|Hej, jo rowno tak wjelika ako ja!
Zahrodnik_11|Wugl#edajo ako kreslanka budki. How njok.
Zahrodnik_12|Ja ga pisa#y njamogu.
Zahrodnik_13|Njamogu spozna#y, za co su.
Zahrodnik_14|Ja som Krabat. A chto s#co Wy?
Zahrodnik_15|Kake jo to m#e! A co sce#lego m#e za k#yebjatom cyni#s?
Zahrodnik_16|Togo, kotarego#z pyta#s, stoj p#yed tobu. Co co#s, #Slabat?
Zahrodnik_17|Aha! Wodny mu#z. Sna#d co#s m#e hy#s#ci n#eco wulicowa#y wo b#ludnickach abo plonach, kotare#z ma#le #di#yi k#sadnu. R#edne bajki! Dejm #d#e#la#y.
Zahrodnik_18|Ow jej, na togo som ce#lo zaby#l! Sy mudrjej#sy, ako som se mysli#l. Co ma#s na wut#sobje, Marat?
Zahrodnik_19|Mojejko, we wut#sobje Sakskeje!
Zahrodnik_20|To nap#sawdu njew#em. Sna#d mo#zo #yi moj p#yija#yel Dinglinger pomaga#y.
Zahrodnik_21|Johann Melchior Dinglinger jo dworski juwel#er a z tym wjeliki p#yija#yel Awgusta.
Zahrodnik_22|Jo jaden z #fwuzwolonych#F, kotare#z maju p#yistup k wut#sobje Sakskeje.
Zahrodnik_23|Pla njogo som rowno p#yed ty#denjom nowy wodowod instal#erowa#l. Jo, mej se derje rozm#ejomej.
Zahrodnik_24|To jo #y#e#zko. Won zasej raz na wjelikem nadawku Awgusta #d#e#la a togodla jo cesto w gro#de.
Zahrodnik_25|Jo-lic doj#ypijo#s, n#ekak do groda p#yi#y, #yi list za Dinglingera napi#som. Won jo cuzym nap#ye#yiwo t#sochu bojazniwy.
Zahrodnik_26|Won zasej raz na wjelikem nadawku krala #d#e#la a to#y se ce#lo na to koncentruje.
Zahrodnik_27|Cuzym nap#ye#yiwo jo p#yecej ju#zo t#sochu bojazniwy by#l. W#e#s co - ja #yi list napi#som, a ten jomu daj. To bu#do #yi pomaga#y.
Zahrodnik_28|To jo wjelgin p#yistojnje. Na zasejwi#denje.
Zahrodnik_29|To jo mojo nowe wunamakanje: t#yi-eta#zowy lift za moj chrom.
Zahrodnik_30|How w m#es#ce dejmy do wusokos#ci twari#y - m#estna dla. A ga#z sy stary, njamo#zo#s w#ecej tak la#zko stupnice gorjej a do#loj ganja#y.
Zahrodnik_31|To su akle pr#edne wopyty, a moj lichy cas jo wjelgin wobgranicowany.
Zahrodnik_32|Nejpjerwjej mam druge nadawki, na p#yik#lad strategiske wusm#erjenje artilerije za twardnicu K#pnigstein.
Zahrodnik_33|Na#so wojwodstwo njama razka kuska zda#ya wo balistice kanonoweje kulki. A za kim wo#laju? Za mnu!
Zahrodnik_34|Pytam Handrija Zagrodnika.
Zahrodnik_35|M#e se groni Krabat a trjebam pomoc we wa#znej nastupnos#ci. Wodny mu#z jo m#e pos#la#l. Won jo groni#l, a#z s#co wy ten p#sawy za moj problem.
Zahrodnik_36|Ma#ly Jakub na swoje grajki caka.
Zahrodnik_37|Pytam za sw#eteju abo woporneju #sklu Swaixtixa. Wona jo zamknjona w kralojskej komorje pok#ladow.
Zahrodnik_38|Kaku mo#znos#c mam, a#z #sklu dostanjom?
Zahrodnik_39|Co w#e#s wo Dinglingerje?
Zahrodnik_40|#Do namakajom juwel#era?
Zahrodnik_41|Som Dinglingera ju#zo zezna#l, ale por#edne rozgrono z nim njejsom m#e#l.
Zahrodnik_42|Kaka jo to budka, kotaru#z how twari#yo?
Zahrodnik_43|Lift? Za co take n#eco trjeba#yo? Wy m#es#canarje ma#yo #diwne p#yedstajenja.
Zahrodnik_44|Ga bu#do lift gotowy?
Zahrodnik_45|Som dos#c s#ly#sa#l - na zasejwi#denje.
Zastup_1|Won gl#eda z woknom wen.
Zastup_2|#Durja do twarjenja.
Zastup_3|Su zamknjone. Njamam kluc.
Zastup_4|Zaw#era.
Zastup_5|Zaw#eru mo#zo#s jano wot nut#yi wotwori#y.
Zastup_6|Ja p#yez zaw#eru njel#ezu.
Zastup_7|Zastup p#la#yi 7 tolarjow.
Zastup_8|Ow, taki r#edny a wosebnje m#eki ko#zuch. To jo p#sawa pod#loga za moj sto#l! Wut#sobny #d#ek, golack.
Zastup_9|Za to mo#zo#s malsnje do go#ntwarskego dwora pogl#eda#y. Zaw#eru #yi wocynim a potom pojdu na #sluk kafeja.
Zastup_10|Som Mato a p#yedawam kortki.
Zastup_11|N#e, to zaw#es#ce nic. M#e pak p#yecej tak k#yebjat boli. Po#l dnja dejm how na twardem stole sej#de#y a nikogo to njestara.
Zastup_12|Jo, se w#e, z m#ekeju pod#logu za moj sto#l. Potom by se moj k#yebjat zasej woch#lo#di#l.
Zastup_13|N#e, take m#e hy#s#ci #zednje s#ly#sa#l njejsom.
Zastup_14|To jo go#ntwarski dwor - mane#za za eksotiske zw#erjeta. Awgust #diwe zw#erjeta lubujo.
Zastup_15|To p#la#yi 7 tolarjow.
Zastup_16|Tam nut#yi law zasej wojaka goni. Ka#z w starem Romje. Jano kolosej nam hy#s#ci felujo.
Zastup_17|Wo lawa njeby se staros#ci#l. Skerjej wo wojakowu drastwu. To bu#do jogo #ze#nska zasej #s#coka#y.
Zastup_18|Take r#edne rje#yazowe zg#lo ga #dinsaj#sny #de#n #spatnje dostanjo#s.
Zastup_19|Ja som Krabat. A chto sy ty?
Zastup_20|Njejo to wostudne - ce#ly #de#n kortki p#yedawa#y?
Zastup_21|Mogu #yi z n#ecym pomaga#y?
Zastup_22|Znajo#s Handrija Zagrodnika?
Zastup_23|Kaka jo to twa#x?
Zastup_24|Mogu se mane#zu wobgl#eda#y?
Zastup_25|S#ly#sym #diwne zuki.
Zastup_26|Take n#eco surowe! Bogi law!
Zastup_27|To by by#lo, na zasejwi#denje.
Zawod1_1|Wojna jo se #zra#la p#yez kraj a jo p#yinjas#la wjeliku nuzu a b#edu ze sobu. Teke serbski lud jo pod knechtowanim cuzych wojskow #yerpje#l. Wojaki a rubja#zniki su t#yi#das#ca l#et d#lujko hawzowali a ga#z su wopu#s#cili kraj, njejstej se nuza a g#lod z nimi minu#lej. Chudoba jo kn#e#zy#la mjazy serbskeju ludnos#cu a jo by#la stawny p#yewodnik jadnorego lu#da.
Zawod1_2|Ale w#syknym njejo se #spatnje #s#lo. Kn#e#zki su sebje ako wu#ski za cas wojny bejne bogatstwa p#yiswojli. To pak njejo jim by#lo dos#c. Bury su m#eli za nich robo#yi#y, danki p#la#yi#s a se dr#ecowa#y, samo na nje#delach a sw#etych dnjach. Wjaseli#y a rozwjaseli#y jo se sm#e#l jano kn#e#zk. A w serbskem lu#de jo se pow#eda#lo, a#z wuj#do z luda njew#sedny ry#ya#x abo w#sogomocnik, ken#z znajo guslowarstwo a w#sakorake w#edy, bu#do mocnjej#sy ako nejmocnjej#sy na grodach.
Zawod1_3|N#ekotkare l#eta po wojnje njejo se na po#lo#zenju w Serbach wjele zm#eni#lo. W tom casu jo bydli#la w Jitku pastyrska familija, kotara#z jo by#la tak chudu#kka, a#z jo deja#l se jadnu#kki syn Krabat ju#zo wot ma#lego swoj w#sedny kl#eb sam zas#lu#zy#y. W l#e#yu jo pas#l swinje a gusy a w zymje jo choj#di#l p#sosyt, aby njezag#lodnu#l.
Zawod1_4|Ach, ku#zdy #de#n samska b#eda.
Zawod1_5|L#eto se chyla, pr#edne mrozki su #lopjena bomow wobarwili, a skoro musym zasej p#sosyt choj#di#y.
Zawod1_6|Taka sromota!
Zawod1_7|Cogodla njejsom lubowany synk takego t#lustego wjercha?
Zawod1_8|Gaby m#e mama jano z domu pu#s#ci#la.
Zawod1_9|Jo, potom by za tym m#lynom pyta#l, wo kotarem#z lu#de gronje, a#z tam cart sam zernka mlejo.
Zawod1_10|No, co lu#de tak bachtaju.
Zawod1_11|Krabat ako mocny m#lynski - p#yecej n#eco k j#e#di, #yop#lu komorku a sna#d samo hy#s#ci pit#yku guslowa#y moc - to by n#eco by#lo!
Zawod1_12|Krabat ako mocny guslowa#x, to by se teke starjej#syma spodoba#lo a w#ecej pomaga#lo, ako how sej#de#y a te pjerkate zw#erjeta pas#c.
Zawod1_13|#Lu#zyca w pr#ednej po#lojcy 17. stol#e#ya
Zawod1_14|Ko#nc z tym!
Zdzary1_1|Wona stoj p#yed domom.
Zdzary1_2|Wona gl#eda z woknom wen.
Zdzary1_3|#Durja skoro rozpadnu.
Zdzary1_4|N#e, do togo doma njok!
Zdzary1_5|Tam njepoj#dom. Bojm se psa!
Zdzary1_6|Za co by ju deja#l wot#strofowa#y?
Zdzary1_7|Njok, a#z se rozgori!
Zdzary1_8|Krabat?! M#lody golack - 
Zdzary1_9|hehehe -
Zdzary1_10|r#edny golack. Katowa#x chudych du#sow #yi popadnjo. Potom sy p#sec -
Zdzary1_11|hehehe.
Zdzary1_12|Helski djas kn#e#zy se w l#esu b#dez wudrogi -
Zdzary1_13|hehehehe.
Zdzary1_14|Hehehe -
Zdzary1_15|d#lymoka zemja, to sy na droze. #Sere #serjenja zdaloka, to sy na droze -
Zdzary1_16|hehehe.
Zdzary1_17|Njewotbocuj! Wosta#n na droze!
Zdzary1_18|Hehehe -
Zdzary1_19|l#es b#dez wudrogi -
Zdzary1_20|hehehe.
Zdzary1_21|Na p#sa#sanja wotegrona, za goda#nka g#lowku, za gronka kro#syki. L#es b#dez wudrogi -
Zdzary1_22|hehehe -
Zdzary1_23|B#dez wudrogi!
Zdzary1_24|Cakaju w#su#di -
Zdzary1_25|hehe -
Zdzary1_26|na jadnom boku cart, na drugem boku carty. P#lomje#nko pokazujo drogu -
Zdzary1_27|hehe -
Zdzary1_28|k jadnomu.
Zdzary1_29|Hehehe -
Zdzary1_30|Chto jo cart? Wojak, bur, kn#e#zk, kral abo m#lynik?
Zdzary1_31|Hehe -
Zdzary1_32|abo m#lynik?
Zdzary1_33|Njejo zw#erje, njejo lu#d -
Zdzary1_34|hehe -
Zdzary1_35|wocy ka#z #subut, ko#zu ka#z ryba -
Zdzary1_36|hehe -
Zdzary1_37|njejo stary, na #zeden pad m#lody -
Zdzary1_38|hehe -
Zdzary1_39|#di#yi se jogo boje.
Zdzary1_40|Tam, #do#z se Carny Hal#strow wijo -
Zdzary1_41|hehe.
Zdzary1_42|Na k#loninje brjoga som wi#de#l postawu - se wut#sa#sy -
Zdzary1_43|hehe -
Zdzary1_44|do wody a p#sec -
Zdzary1_45|hehehehe.
Zdzary1_46|Dwanas#co ma -
Zdzary1_47|hehe -
Zdzary1_48|mejsta#x carnych kum#stow -
Zdzary1_49|hehe -
Zdzary1_50|mudry sy a zejgrajo#s -
Zdzary1_51|hehe -
Zdzary1_52|jadnas#co ma, a Krabat licbu dowupo#lnijo -
Zdzary1_53|hehe.
Zdzary1_54|T#yi, sedym, dwanas#co - carne licby -
Zdzary1_55|hehe.
Zdzary1_56|Dwanas#co su byli, budu a wostanu.
Zdzary1_57|Hehe -
Zdzary1_58|rozpadnjo... - se w#e, a#z rozpadnjo. Felujo moc, moc muskeje ruki -
Zdzary1_59|hehe.
Zdzary1_60|Som by#la m#loda, r#edna -
Zdzary1_61|hehe -
Zdzary1_62|k#sasna njewjesta, wjelike ru#sowanje -
Zdzary1_63|hehe.
Zdzary1_64|Surowe mocy su se walili p#yez kraj -
Zdzary1_65|hehe -
Zdzary1_66|p#yed po#l stol#e#yim, su wzeli muskego, nana a mamu.
Zdzary1_67|Som wudowa.
Zdzary1_68|M#e pomaga#y -
Zdzary1_69|hehe?
Zdzary1_70|Pomagaj se sam! Pytaj gluku! How ju njenamakajo#s -
Zdzary1_71|hehe -
Zdzary1_72|wen do dalokego sw#eta -
Zdzary1_73|hehehe.
Zdzary1_74|Som Krabat. Cu by#y m#ly#nski a togodla pytam Cartojski m#lyn.
Zdzary1_75|Kakego katowarja m#eni#yo?
Zdzary1_76|Gro#n#yo m#e p#sosym, #do ten l#es b#dez wudrogi stoj?
Zdzary1_77|Wa#s chrom skoro rozpadnjo.
Zdzary1_78|Njama#yo ga muskego?
Zdzary1_79|A #do jo wa#s muski #dinsa?
Zdzary1_80|Ow, wodaj#yo p#sosym! To njejsom w#e#de#l. Mogu wam pomaga#y?
Zdzary1_81|Pow#eda#yo w godanjach - jano t#sochu jasnjej, p#sosym!
Zdzary1_82|Cogodla b#dez wudrogi?
Zdzary1_83|Jo m#lynik ten cart?
Zdzary1_84|Chto m#e pomaga, a#z Cartojski m#lyn namakajom?
Zdzary1_85|#Do togo..., how... - potakem wosobu namakajom?
Zdzary1_86|D#lymoka zemja? #Serjenja? To klincy zajmnje.
Zdzary1_87|Za co dejm licbu dowupo#lni#y?
Zdzary1_88|M#ej#yo #d#ek! Na zasejwi#denje.
Zdzary1_89|N#ekak #diwnu#kka, ta stara. Njocomej dalej hy#y?
Zdzary1_90|Ma#s p#sawje. #Di lubjej dalej. Sna#d #yi hy#s#ci woblico rozdrapajo.
Zdzary1_91|N#e! T#sach njetrjeba#s m#e#y! P#sa#saj se dalej!
Zdzary2_1|#Durja skoro rozpadnu.
Zdzary2_2|N#e, do togo doma njok!
Zdzary2_3|Tam njepoj#dom. Bojm se psa!
Zelen_1|Podpisany dokument - dobra p#yed#loga za wobtwar#denje!
Zelen_2|Klaw#er.
Zelen_3|Sto#l.
Zelen_4|To su r#edy za zyglowanje.
Zelen_5|Jo, by rad na njom gra#l.
Zelen_6|Njok se sednu#y.
Zelen_7|Nic hy#s#ci raz!
Zelen_8|N#ent lipjo kralojski zygel na dowolnos#ci.
Zelen_9|To njetrjebam!
Zelen_10|Nic hy#s#ci raz!
Zelen_11|Co how pyta#s, s#lu#zabnik? Co ma to groni#y? N#ento s#lu#zabnice ju#zo w mojich w#ecach snuchle!
Zelen_12|Majestos#c, m#e ga znajo#yo! Ja som Krabat, pasty#x swini z Jitka.
Zelen_13|Kral njeznajo takego pastyrja. P#sec z nim!
Zelen_14|N#eco pozd#dej.
