Casnik_1|W#on tu stra#zuje.
Swoboda_1|Tule, luba ma#cerka: Jedyn z tutych dwana#ce pjeriznatych je wa#s syn.
Swoboda_2|Jeli jeho sp#oznaje#ce, potom na njeho pokazaj#ce, a w#on bud#de swobodny.
Swoboda_3|Ma#cerna wutroba syna p#reco namaka.
Swoboda_4|T#onle je m#oj syn.
Swoboda_5|Kuz#larski kij njech d#otknje wucho rapaka.$Ma#c ma strach, njech zmjerznje jeje wutroba.$Hdy#z sy to woprawd#de, Krabato,$tak poka#z so nam - moje du#sine njewjedro!
Swoboda_6|Haj, to w#on je!
Swoboda_7|Ma#c a syn chwatachu wjeso#li domoj ale M#lynk so na Krabata jara z#lobje#se. W#on b#e#se pytny#l, po kotrym wa#snju jeho h#ol#kec p#reles#ci.
Swoboda_8|Wje#cba je sw#odka, m#oj luby a to potom, hdy#z ju zymnu d#ostanje#s !!! Na zasowid#denje - KRABATO !!!
Terassa_1|W#on d#d#e#la.
Terassa_2|To je hamor.
Terassa_3|Njewid#di#s, zo mam d#d#e#lo?
Terassa_4|Nochcu z tobu r#e#ke#c!
Terassa_5|Wob#lo#zenje prawje njed#der#zi. Dyrbi do wje#kora sporjed#dane by#c.
Terassa_6|Njed#otkaj so mojeho kowarskeho gratu!
Terassa_7|Spod#diwnje. #Sto ma #c#esliski hamor tule pyta#c? M#o#ze#s da z nim te#z #zelezo wobd#d#e#la#c? Dyrbju to raz spyta#c ...
Terassa_8|Hej, ty hruby kadla! Wonje#kes#cuje#s moje d#d#e#lo! N#etko je we wob#lo#zenju d#ol#kk!!!
Terassa_9|Praj#ce tola, zo je to wot#ci#s#c palca Awgusta Sylneho! To bud#de zaw#es#ce raz turistiska atrakcija w Drje#zd#danach.
Terassa_10|D#di mi z pu#ca!!!
Terassa_11|N#etko wupadam ka#z dypornak.
Terassa_12|Ach, sk#on#knje sym zaso w sw#ojskej dras#ce.
Terassa_13|Hdy#z mje stra#za w m#es#ce w s#lu#zbnej dras#ce lepi, d#ostanu zaso swarje.
Trepjena_1|W#on tu stra#zuje.
Trepjena_2|Tafla je pom#ernje nowa.
Trepjena_3|Tafla kru#ce na s#c#enje wisa.
Trepjena_4|Durje su zawrjene.
Trepjena_5|Wobraz n#ekajkeho knje#zka.
Trepjena_6|Tutu #zonu sym na dworje hi#zo wid#da#l. Na wobrazu pak je wona hi#s#ce m#loda.
Trepjena_7|Hdy#z tak z wokna hladam - Drje#zd#dany su zaw#erno rjane m#esto.
Trepjena_8|#Sto z wobrazom chcu?
Trepjena_9|Ale kak wobraz jeno#z dosahnu?
Trepjena_10|Nimam klu#k!
Trepjena_11|Wokna njem#o#zu wo#kini#c.
Trepjena_12|To njeje prawy klu#k!
Trepjena_13|Taflu nochcu sk#oncowa#c!
Trepjena_14|Je mi zakazane z tobu r#e#ke#c.
Trepjena_15|Byrnje#z by za mnu pok#ladni#s#co by#lo, njebych #ci to praji#l.
Trepjena_16|D#di pre#k! Nima#s tu ni#ko pyta#c.
Trepjena_17|Zawo#lam hnydom h#lowneho stra#znika!
Wila1_1|To su p#lokane #saty na su#senju.
Wila1_2|Powjaz, na kotrym#z #saty su#sachu.
Wila1_3|Do#lha, kruta lajna.
Wila1_4|Durje su zawrjene.
Wila1_5|N#etko pak dyrbju so sp#e#snje schowa#c!
Wila1_6|To nochcu zapali#c!
Wila1_7|Nimam chwile!
Wila1_8|#Sto ma to r#eka#c? Njem#o#zu #saty ani wokomik tu wisajo m#e#c, bjez toho zo so hnydom zminu!? Ty so mi jeno zw#er!
Wila1_9|#Sto sym #ci praji#la! Wumyj sej noze, zo by so #sma#lc w twojimaj wu#somaj dale suny#l!
Wila1_10|Kajka to wobrada! W#sitko mazane! Ow, ow, to bud#de knje#zk zaso swarje#c. N#etko dyrbju w#sitko hi#s#ce raz p#loka#c!
Wila2_1|Durje su zawrjene.
Wila2_2|To nochcu zapali#c!
Wila2_3|Nimam chwile!
Wjes1_1|W#on tak m#ocnje d#d#e#la, zo #skr#e l#etaja!
Wjes1_2|#Sunowske sudy.
Wjes1_3|Wid#du kor#kmarja w kuchni.
Wjes1_4|#Zelezna tafla kor#kmy, wona so we w#et#riku #kumpa.
Wjes1_5|Wohe#n knyskota.
Wjes1_6|Wone su p#re#ce#zke!
Wjes1_7|P#rez wokno so do kor#kmy njekrosnuju!
Wjes1_8|Njem#o#zu taflu dosahny#c.
Wjes1_9|Nochcu so spali#c! Potom je tuta hra hnydom sk#on#kena!
Wjes1_10|To nochcu zapali#c!
Wjes1_11|Za #ko bych jeho dyrbja#l poch#losta#c?
Wjes1_12|Nochcu, zo so rozhn#ewa!
Wjes1_13|Kij je p#rekr#otki!
Wjes1_14|L#epje so nje#nd#de pali#c!
Wjes1_15|R#ekam Jurij a sym wjesny kowar tu w #Sunowje. #Kehodla pyta#s wony m#lyn?
Wjes1_16|Chce#s potajkim porjadnje d#d#e#la#c? Pytam hi#s#ce wu#komnika.
Wjes1_17|Hdy#z ma#s l#o#st, m#o#ze#s tu wosta#c.
Wjes1_18|W zymje so na p#razy jara wjele bled#di.
Wjes1_19|W#ezo soni k#o#zdy wo l#ep#sim #ziwjenju abo wo knize, z kotreje#z #fabrakadabra#F m#o#ze#s sw#et zm#eni#c.
Wjes1_20|To sy woprawd#de chudy pacho#l. P#raza s#lu#sa do wjesneho #ziwjenja.
Wjes1_21|Wosebje m#lod#dina so w zymje na p#razy zetkawa. P#ri tym bachta, sp#ewa abo samo rejuje.
Wjes1_22|W l#e#ce je zabawa d#d#e#la na polach dla nimale njem#o#zna.
Wjes1_23|Pra#sej so tola hos#ci w kor#kmje. #Ci wjele wid#da a s#ly#sa.
Wjes1_24|W#ezo! P#odkowy za koniki p#rinjesu rjany dobytk. Hdy#z su sk#otne wiki w Kulowje, je tu ho#lk a to#lk.
Wjes1_25|N#e, w#sako je wjet#sina burow hi#s#ce na knje#zich polach. Pr#eni zmjerzk nuzuje do sp#echa,
Wjes1_26|prjedy ha#k so p#riroda do do#lheho spara poda a lud#do zaso wjace chwile maja.
Wjes1_27|To b#e#se zaw#es#ce w Kulowje. Ale te#z na wjesce swje#ca p#ostnicy.
Wjes1_28|Ka#z Frenclec Abraham mi j#onu praji: #fP#ostnicy - swjed#de#n #zranja, rejow a #zlokanja.#F
Wjes1_29|Haj, haj. W#on je znaty #k#lowjek. Abraham je mje raz na piwo p#reprosy#l, dokel#z sym jeho konjej p#odkowy d#d#e#la#l.
Wjes1_30|W#on m#o#ze wulkotnje pow#eda#c - wo stawiznach Serbow, wo na#sej domiznje -
Wjes1_31|runje zaso jednu knihu pisa. Jara mudry to #k#lowjek.
Wjes1_32|Kub#lanje t#oj#sto p#la#ci. Za to sy p#rechudy. Snano zaswita j#onu d#de#n, hdy#z m#o#ze k#o#zdy tajke n#e#sto nawukny#c.
Wjes1_33|Ale hdy#z sej to prawje p#remysluju - za #ko? P#ri kowanju #zeleza to njetrjebam.
Wjes1_34|Ja sym Krabat. Pytam #Kertowski m#lyn.
Wjes1_35|Chcu by#c m#lynski. Sym l#eta po pro#senju chod#di#l a w zymje husto h#l#od trada#l. Chudobu doma w Jitku wjace njeznjesu.
Wjes1_36|Chcu pak wjace nawukny#c. Lud#do pow#edaja, zo ma#s w #Kertowskim m#lynje te#z p#ristup k #kinkarstwu.
Wjes1_37|Pasli#ce te#z konjam #f#krije#F?
Wjes1_38|D#densa pak njeje telko lud#di po pu#cu.
Wjes1_39|Za#s#le l#eto sym samo w jednym m#esta#kku p#ostniski #cah wid#da#l.
Wjes1_40|Abraham Frencel? Wo nim je knjez farar hi#zo j#onu pow#eda#l.
Wjes1_41|Bych te#z rady knihi #kita#l abo raz list napisa#l.
Wjes1_42|Njechod#du w zymje na p#razu, ale po pro#senju.
Wjes1_43|Wy potajkim njew#es#ce, hd#de #Kertowski m#lyn steji?
Wjes1_44|Dyrbju dale - bo#zemje.
Wjes2_1|W#on tak m#ocnje d#d#e#la, zo #skr#e l#etaja!
Wjes2_2|#Sunowske sudy.
Wjes2_3|Tu je w#sud#de #cma.
Wjes2_4|#Zelezna tafla kor#kmy, wona so we w#et#riku #kumpa.
Wjes2_5|Wohe#n knyskota.
Wjes2_6|Wone su p#re#ce#zke!
Wjes2_7|P#rez wokno so do kor#kmy njekrosnuju!
Wjes2_8|Njem#o#zu taflu dosahny#c.
Wjes2_9|Nochcu so spali#c! Potom je tuta hra hnydom sk#on#kena!
Wjes2_10|Spod#diwnje, durje su zamknjene!
Wjes2_11|To nochcu zapali#c!
Wjes2_12|Za #ko bych jeho dyrbja#l poch#losta#c?
Wjes2_13|Nochcu, zo so rozhn#ewa!
Wjes2_14|Kij je p#rekr#otki!
Wjes2_15|L#epje so nje#nd#de pali#c!
Wjes2_16|W#ezo! P#odkowy za koniki p#rinjesu rjany dobytk. Hdy#z su sk#otne wiki w Kulowje, je tu ho#lk a to#lk.
Wjes2_17|N#e, w#sako je wjet#sina burow hi#s#ce na knje#zich polach. Pr#eni zmjerzk nuzuje do sp#echa,
Wjes2_18|prjedy ha#k so p#riroda do do#lheho spara poda a lud#do zaso wjace chwile maja.
Wjes2_19|To b#e#se zaw#es#ce w Kulowje. Ale te#z na wjesce swje#ca p#ostnicy.
Wjes2_20|Ka#z Frenclec Abraham mi j#onu praji: #fP#ostnicy - swjed#de#n #zranja, rejow a #zlokanja.#F
Wjes2_21|Haj, haj. W#on je znaty #k#lowjek. Abraham je mje raz na piwo p#reprosy#l, dokel#z sym jeho konjej p#odkowy d#d#e#la#l.
Wjes2_22|W#on m#o#ze wulkotnje pow#eda#c - wo stawiznach Serbow, wo na#sej domiznje -
Wjes2_23|runje zaso jednu knihu pisa. Jara mudry to #k#lowjek.
Wjes2_24|Kub#lanje t#oj#sto p#la#ci. Za to sy p#rechudy. Snano zaswita j#onu d#de#n, hdy#z m#o#ze k#o#zdy tajke n#e#sto nawukny#c.
Wjes2_25|Ale hdy#z sej to prawje p#remysluju - za #ko? P#ri kowanju #zeleza to njetrjebam.
Wjes2_26|Poddanojo, serbscy wjesnjenjo!
Wjes2_27|Swoja majestos#c, kurwjerch Sakskeje a kral P#olskeje Awgust II., mjenowany Sylny, bud#de so na wr#o#copu#cu z War#sawy do Drje#zd#danskeje rezidency po hornjo#lu#ziskich pu#cach pohibowa#c.
Wjes2_28|Kral so raduje, hdy#z wid#di sm#ejace so wobli#ka #ce#zko d#d#e#lacych poddanow, k#c#ejace hona a rjane holcy. Wo#kakujemy krala w tutej k#on#kinje za n#ehd#de po#ldra hod#diny.
Wjes2_29|Kral? Awgust Sylny? To hnydom ma#ceri rjeknu!
Wjes2_30|Pasli#ce te#z konjam #f#krije#F?
Wjes2_31|D#densa pak njeje telko lud#di po pu#cu.
Wjes2_32|Za#s#le l#eto sym samo w jednym m#esta#kku p#ostniski #cah wid#da#l.
Wjes2_33|Abraham Frencel ? Wo nim je knjez farar hi#zo j#onu pow#eda#l.
Wjes2_34|Bych te#z rady knihi #kita#l abo raz list napisa#l.
Wjes2_35|Dyrbju dale - bo#zemje.
Wobzor1_1|Wottud r#eku docy#la wid#de#c njem#o#zu!
Wobzor1_2|Wottud r#eku docy#la wid#de#c njem#o#zu!
Wobzor1_3|Wottud r#eku docy#la wid#de#c njem#o#zu!
Wotrow_1|To je tola Kl#o#sterska woda!
Wotrow_2|Tule hi#zo w#sitko spi.
Wotrow_3|To d#ostanu jeno#z mokrej noze.
Wotrow_4|Do cuzych woknow njehladam.
Wotrow_5|Wr#o#co wjace njep#o#ndu.
Wotrow_6|Doma b#e w#ezo wulke wjeselo po nawr#o#ce zhubjeneho syna. Ma#c b#e#se na#seho m#lodeho rjeka porjadnje wuswarje#la, ale wje#kor p#ri dobrym kusku swinje#ca, kotre#z b#e#se nan zar#eza#l, so #cmowe mr#o#kele ma#cerneje staros#ciwos#ce rozpu#s#cichu. Krabat dyrbje#se p#ri njed#delskej sukni ma#cerje slubi#c, zo wostanje w domiznje. Haj, w domiznje, #sto#z zap#rija w#ezo te#z ma#lu serbsku wjesku Wotrow, nad kotrej#z tr#onuje wu#cek na#sich prjedownikow - hrod#di#s#co.%%Tam chowa so s#lawna kniha. A Krabat so zaso na pu#c poda.
Zachod_1|Powjaz.
Zachod_2|Drjewjane kisty.
Zachod_3|Nowy d#d#el drjewjaneho #spundowanja!
Zachod_4|Deska.
Zachod_5|Sudobjo.
Zachod_6|Wulki ko#s.
Zachod_7|Drjewjane kisty.
Zachod_8|Puh, su p#re#ce#zke. Nimam dos#c mocy.
Zachod_9|Kisty su p#reco hi#s#ce p#re#ce#zke za mnje.
Zachod_10|N#etko je suwanja dos#c!
Zachod_11|Za to trjebam wotpow#edny grat.
Zachod_12|Tak to p#o#nd#de!
Zachod_13|Wona je p#re#ce#nka!
Zachod_14|Tak ju hi#s#ce roz#lamam!
Zachod_15|Tajku desku wjace njetrjebam! Tule sk#oncowanych mos#cikow njeje.
Zachod_16|Za #ko bych je trjeba#l?
Zachod_17|Njedosahnu j#on!
Zahrodnik_1|W#on d#d#e#la.
Zahrodnik_2|Model twjerd#dizny.
Zahrodnik_3|#Lopjeno.
Zahrodnik_4|Budka.
Zahrodnik_5|Wulke #lopjeno.
Zahrodnik_6|Pisanske pjerjo.
Zahrodnik_7|Dokumenty.
Zahrodnik_8|P#re#ce#zki ...
Zahrodnik_9|Telko li#kbow mje jeno#z zamu#ca.
Zahrodnik_10|Hej, je runje tak wulka ka#z ja!
Zahrodnik_11|Wupada ka#z rysowanka budki. Ju njetrjebam.
Zahrodnik_12|Ja tola pisa#c njem#o#zu.
Zahrodnik_13|Njem#o#zu sp#ozna#c, za #ko su.
Zahrodnik_14|Ja sym Krabat. A #st#o s#ce wy?
Zahrodnik_15|Kajke je to mjeno! A #sto docy#la za mojim chribjetom #kini#s?
Zahrodnik_16|Toho, kotreho#z pyta#s, steji p#red tobu. #Sto chce#s, #Slabato?
Zahrodnik_17|Aha! W#odny mu#z. Snano chce#s mi hi#s#ce n#e#sto pow#eda#c wo b#ludni#kkach abo zmijach, kotre#z ma#le d#d#e#ci kradnu. Rjane bajki! Dyrbju d#d#e#la#c.
Zahrodnik_18|Ow jej, na toho sym cyle zaby#l! Sy mudri#si ha#k sej myslach. #Sto ma#s na wutrobje, Marato?
Zahrodnik_19|Jejdyrko, we wutrobje Sakskeje!
Zahrodnik_20|To woprawd#de njew#em. Snano m#o#ze #ci m#oj p#re#cel Dinglinger pomha#c.
Zahrodnik_21|Johann Melchior Dinglinger je dw#orski juwel#er a z tym wulki p#re#cel Awgusta.
Zahrodnik_22|Je jedyn z wuzwolenych, kot#ri#z maja p#ristup do wutroby Sakskeje.
Zahrodnik_23|Pola njeho sym runje p#red tyd#denjom nowy wodow#od k#lad#l. Haj, m#oj so derje rozumimoj.
Zahrodnik_24|To je #ce#zko. W#on zaso raz na wulkim nadawku Awgusta d#d#e#la a tohodla je #kasto w hrod#de.
Zahrodnik_25|Jeli so #ci porad#di, n#ekak do hrodu p#ri#n#c, #ci lis#cik za Dinglingera napi#su. W#on je cuzym nap#re#co trochu bojazliwy.
Zahrodnik_26|W#on zaso raz na wulkim nadawku krala d#d#e#la a tu#z so cyle na to koncentruje.
Zahrodnik_27|Cuzym nap#re#co je p#reco hi#zo trochu bojazliwy by#l. Ja pak #ci lis#cik napisam, a t#on jemu daj. To bud#de #ci pomha#c.
Zahrodnik_28|To je jara zdw#orliwje. Bo#zemje.
Zahrodnik_29|To je moja nowa wunamakanka: t#riposchodowy lift za moje domske.
Zahrodnik_30|Tu w m#es#ce dyrbimy do wysokos#ce twari#c - m#estna dla. A hdy#z sy stary, njem#o#ze#s wjace tak lochce schody horje a dele smali#c.
Zahrodnik_31|To su hakle pr#enje pospyty. M#oj swobodny #kas je jara wobmjezowany.
Zahrodnik_32|Najprjedy mam druhe nadawki, na p#rik#lad strategiske wusm#erjenje artilerije za twjerd#diznu K#pnigstein.
Zahrodnik_33|Na#se w#ojwodstwo nima ani kuska zda#ca wo balistice kanonoweje kulki. A za kim rjeja? Za mnu!
Zahrodnik_34|Pytam Handrija Zahrodnika.
Zahrodnik_35|R#ekam Krabat a trjebam pomoc we wa#znej nale#znos#ci. W#odny mu#z mje s#cele. W#on je praji#l, zo s#ce wy prawy mu#z za m#oj problem.
Zahrodnik_36|Ma#ly Jakub na swoju hrajku #kaka.
Zahrodnik_37|Pytam za sw#et#lowej abo wopornej #sklu Swaixtixa. Je zamknjena w kralowskim pok#ladni#s#cu.
Zahrodnik_38|Kajku m#o#znos#c mam, zo #sklu d#ostanu?
Zahrodnik_39|#Sto w#e#s wo Dinglingeru?
Zahrodnik_40|Hd#de namakam juwel#era?
Zahrodnik_41|Sym Dinglingera hi#zo zezna#l, ale prawu rozmo#lwu z nim njejsym m#e#l.
Zahrodnik_42|#Sto je to do budki, kotru#z tu twari#ce?
Zahrodnik_43|Lift? Za #ko tajke n#e#sto trjeba#ce? Wy m#es#cenjo ma#ce wr#otne p#redstawy.
Zahrodnik_44|Hdy bud#de lift hotowy?
Zahrodnik_45|Sym dos#c s#ly#sa#l - w bo#zim mjenje.
Zastup_1|W#on hlada z wokna.
Zastup_2|Durje do twarjenja.
Zastup_3|Su zawrjene. Nimam klu#k.
Zastup_4|Zaw#era.
Zastup_5|Zaw#eru m#o#ze#s jeno#z wot nut#rka wotewr#e#c.
Zastup_6|Ja so p#rez zaw#eru njekrosnuju.
Zastup_7|Zastup p#la#ci 7 tolerjow.
Zastup_8|Ow, tajki rjany a wosebje mjechki ko#zuch. To je prawa pod#loha za m#oj st#olc! Wutrobny d#dak, h#ol#ke.
Zastup_9|Za to m#o#ze#s skoku do h#o#ntwjerskeho dwora pohlada#c. Zaw#eru #ci zb#ehnu a potom p#o#ndu sej po lunk kofeja.
Zastup_10|Sym Mato a p#redawam zastupne lis#ciki.
Zastup_11|N#e, to zaw#es#ce nic. Mje pak p#reco tak chribjet boli. Po#l dnja dyrbju tu na twjerdym st#olcu syda#c a nikoho to njestara.
Zastup_12|Haj, w#ezo, z mjechkej pod#lohu za m#oj st#olc. Potom by so m#oj chribjet zaso wo#kerstwi#l.
Zastup_13|N#e, tute mjeno hi#s#ce #zenje s#ly#sa#l njejsym.
Zastup_14|To je ho#ntwjerski dw#or - mane#za za eksotiske zw#erjata. Awgust d#diwje zw#erjata lubuje.
Zastup_15|To p#la#ci 7 tolerjow.
Zastup_16|Tam nut#rka law zaso wojaka honi. Ka#z w starym Romje. Jeno#z kolosejum nam hi#s#ce pobrachuje.
Zastup_17|Wo lawa njebych sej staros#cow #kini#l. Skerje wo wojakowu drastu. To bud#de so jeho #zona zaso huntori#c.
Zastup_18|Tajku rjanu rje#cazowu ko#slu d#d#e d#densni#si d#de#n hubjenje d#ostanje#s.
Zastup_19|Ja sym Krabat. A #st#o sy ty?
Zastup_20|Njeje to wostud#le - cy#ly d#de#n zastupne lis#ciki p#redawa#c?
Zastup_21|M#o#zu #ci z n#e#kim pomha#c?
Zastup_22|Znaje#s Handrija Zahrodnika?
Zastup_23|#Sto je to do twara?
Zastup_24|M#o#zu sej mane#zu wobhlada#c?
Zastup_25|S#ly#su spod#diwne zynki.
Zastup_26|Tajke n#e#sto surowe! Wbohi law!
Zastup_27|To by by#lo, bo#zemje.
Zawod1_1|W#ojna #zerje#se so p#rez kraj a p#rinjese wulku nuzu a b#edu ze sobu. Te#z serbski lud pod kwaklu cuzych w#ojskow #cerpje#se. Wojacy a rubje#znicy t#rice#ci l#et do#lho cychnowachu, tola hdy#z so wotsalichu, so horjo a h#l#od z nimi njeminy#stej. Chudoba knje#ze#se mjez serbskej ludnos#cu a b#e#se stajny p#rewodnik jednoreho mu#za.
Zawod1_2|Tola w#sitkim so hubjenje nje#nd#de#se. Knje#zkojo sej jako wy#skojo za #kas w#ojny t#oj#sto bohatstwa p#riswojichu. To pak jim njeb#e#se dos#c. Burja m#ejachu za nich robo#ci#c, dawki p#la#ci#c a so dr#e#c, a to samo na dnjach wot boha dateho m#era. Wjeseli#c a so zabawje#c sm#ed#de#se jeno#z knje#zk. A serbski lud sej pow#eda#se, zo wu#nd#de z luda njew#s#edny rjek abo sylnjan, ki#z - znajo kuz#lad#la a w#selake w#edy - bud#de m#ocni#si ha#k najm#ocni#si na hrodach.
Zawod1_3|T#oj#sto l#et po w#ojnje so na po#lo#zenju Serbow wjele zm#eni#lo njeb#e#se. We wonym #kasu bydle#se w Jitku pastyrska sw#ojba, kotra#z b#e#se tak chudu#ska, zo dyrbje#se sej jeni#kki syn Krabat hi#zo wot ma#los#ce sw#oj w#s#edny chl#eb sam zas#lu#ze#c. W l#e#cu pase#se swinje a husy a w zymje chod#de#se po pro#senju, zo njeby zah#l#odni#l.
Zawod1_4|Ach, k#o#zdy d#de#n samsna b#eda.
Zawod1_5|L#eto so nachila, pr#enje zmjerzki su #lopjena #stomow wobarbili, a b#orze dyrbju zaso po pro#senju chod#di#c.
Zawod1_6|Tajka ha#nba!
Zawod1_7|#Kehodla njejsym lubowany synk tajkeho to#lsteho wjercha?
Zawod1_8|Hdy by mje ma#cerka jeno#z z domu pu#s#ci#la!
Zawod1_9|Haj, potom bych za wonym m#lynom pyta#l, wo kotrym#z lud#do praja, zo tam #kert sam zorno ml#eje.
Zawod1_10|N#o, #sto lud#do tak bled#da.
Zawod1_11|Krabat jako sylny m#lynski - p#reco n#e#sto k j#ed#di, #cop#lu komoru a snano tola kusk kuz#lanja - to by by#lo!
Zawod1_12|Krabat jako sylny #kinkar, to by so te#z star#simaj spodoba#lo a b#ole pomha#lo, ha#k tule sed#de#c a tute pjerjate sko#cata pas#c.
Zawod1_13|#Lu#zica w pr#enjej po#lojcy 17. l#etstotka
Zawod1_14|K#onc z tym!
Zdzary1_1|Spod#diwna to wosoba!
Zdzary1_2|Spod#diwna to wosoba!
Zdzary1_3|Durje b#orze rozpadnu.
Zdzary1_4|N#e, do toho domu nochcu!
Zdzary1_5|Tam njep#o#ndu. Boju so psa!
Zdzary1_6|Za #ko bych ju dyrbja#l poch#losta#c?
Zdzary1_7|Nochcu, zo so rozhn#ewa!
Zdzary1_8|Krabat?! M#lody h#ol#kec -
Zdzary1_9|hehehe -
Zdzary1_10|rjany h#ol#kec. #Kw#ela chudych du#sow #ce popadnje. Potom sy fuk -
Zdzary1_11|hehehe.
Zdzary1_12|Helski djabo#l hospodari w l#esu bjez wupu#ca -
Zdzary1_13|hehehehe.
Zdzary1_14|Hehehe -
Zdzary1_15|H#luboka zemja, to sy na pu#cu. #S#ere #serjenja zdaloka, to sy na pu#cu -
Zdzary1_16|hehehe.
Zdzary1_17|Njechab#laj! Wosta#n na pu#cu!
Zdzary1_18|Hehehe -
Zdzary1_19|L#es bjez wupu#ca -
Zdzary1_20|hehehe.
Zdzary1_21|Na pra#senja wotmo#lwy, za h#odan#kka h#l#oj#kku, za hr#on#kka kro#siki. L#es bjez wupu#ca -
Zdzary1_22|hehehe -
Zdzary1_23|bjez wupu#ca!
Zdzary1_24|#Kakaja w#sud#de -
Zdzary1_25|hehe -
Zdzary1_26|na jednym boku #kert, na druhim boku #kertojo. P#lomje#sko pokazuje pu#c -
Zdzary1_27|hehe -
Zdzary1_28|k jednomu.
Zdzary1_29|Hehehe!
Zdzary1_30|#St#o je #kert? Wojak, bur, knje#zk, kral abo m#lynk?
Zdzary1_31|Hehe -
Zdzary1_32|abo m#lynk?!
Zdzary1_33|Njeje zw#erjo ani #k#lowjek -
Zdzary1_34|hehe -
Zdzary1_35|wo#ki ka#z #subut, ko#zu ka#z ryba -
Zdzary1_36|hehe -
Zdzary1_37|njeje stary, na #zadyn pad m#lody -
Zdzary1_38|hehe -
Zdzary1_39|d#d#e#ci so jeho boja.
Zdzary1_40|Tam nad #Kornym Hal#strowom -
Zdzary1_41|hehe!
Zdzary1_42|P#ri brjoze wid#dach postawu - so str#o#zi -
Zdzary1_43|hehe -
Zdzary1_44|do wody a pre#k -
Zdzary1_45|hehehehe.
Zdzary1_46|Dwana#coch ma -
Zdzary1_47|hehe -
Zdzary1_48|mi#ster #kornych kum#stow -
Zdzary1_49|hehe -
Zdzary1_50|mudry sy a p#r#ehraje#s -
Zdzary1_51|hehe -
Zdzary1_52|j#edna#coch ma, a Krabat li#kbu dopjelni -
Zdzary1_53|hehe.
Zdzary1_54|T#ri, sydom, dwana#ce - #korne li#kby -
Zdzary1_55|hehe.
Zdzary1_56|Dwana#co su byli, budu a wostanu.
Zdzary1_57|Hehe!
Zdzary1_58|Sypnje ... - w#ezo sypnje. Faluje m#oc, m#oc muskeje ruki -
Zdzary1_59|hehe.
Zdzary1_60|B#ech m#loda, rjana -
Zdzary1_61|hehe -
Zdzary1_62|krasna njewjesta, wulkotne hejsowanje -
Zdzary1_63|hehe.
Zdzary1_64|Surowe mocy walachu so p#rez kraj -
Zdzary1_65|hehe -
Zdzary1_66|p#red po#l l#etstotkom. Wzachu mi mu#za, nana a ma#c.
Zdzary1_67|Sym wudowa.
Zdzary1_68|Mi pomha#c -
Zdzary1_69|hehe?
Zdzary1_70|Pomhaj sej sam! Pytaj zbo#zo! Tu je njenamaka#s -
Zdzary1_71|hehe -
Zdzary1_72|won do dalokeho sw#eta -
Zdzary1_73|hehehe.
Zdzary1_74|Sym Krabat. Chcu by#c m#lynski a tohodla pytam #Kertowski m#lyn.
Zdzary1_75|Kajku #kw#elu m#eni#ce?
Zdzary1_76|Praj#ce mi pro#su, hd#de tut#on l#es bjez wupu#ca le#zi!
Zdzary1_77|Wa#se domske so b#orze sypnje.
Zdzary1_78|Nima#ce da mu#za w domje?
Zdzary1_79|A hd#de je wa#s mu#z d#densa?
Zdzary1_80|Ow, wodaj#ce pro#su. To njejsym w#ed#da#l. M#o#zu wam pomha#c?
Zdzary1_81|R#e#ki#ce w h#odan#kkach. Jeno#z trochu jasni#so pro#su!
Zdzary1_82|#Kehodla bjez wupu#ca?
Zdzary1_83|Je m#lynk tut#on #kert?
Zdzary1_84|#St#o mi pomha, zo #Kertowski m#lyn namakam?
Zdzary1_85|Hd#de tutoho ... tutu ... - hd#de potajkim wosobu nade#ndu?
Zdzary1_86|H#luboka zemja? #Serjenja? To klin#ki zajimawje.
Zdzary1_87|Za #ko dyrbju li#kbu dopjelni#c?
Zdzary1_88|Bo#zemje.
Zdzary1_89|N#ekak d#diwnu#ska, ta stara. Nochcemoj rad#so dale hi#c?
Zdzary1_90|Ma#s prawje. D#di rad#so dale. Nic zo #ce hi#s#ce kusnje!
Zdzary1_91|N#e! Za #ko sym sej tutu hru hewak kupi#l?
Zdzary2_1|Durje b#orze rozpadnu.
Zdzary2_2|N#e, do toho domu nochcu!
Zdzary2_3|Tam njep#o#ndu. Boju so psa!
Zelen_1|Podpisany dokument - dobra p#red#loha za potwjerd#denku!
Zelen_2|Klaw#er.
Zelen_3|St#olc.
Zelen_4|To su nastroje za zyglowanje.
Zelen_5|Haj, bych rady na nim hra#l.
Zelen_6|Nochcu so sydny#c.
Zelen_7|Nic hi#s#ce raz!
Zelen_8|N#etko l#epi kralowski pje#kat na dowolnos#ci.
Zelen_9|To njetrjebam!
Zelen_10|Nic hi#s#ce raz!
Zelen_11|#Sto tu pyta#s, s#lu#zowniko? #Sto ma to r#eka#c? N#etko s#lu#zownicy hi#zo w mojich w#ecach #ku#sla!
Zelen_12|Majestos#c, znaje#ce mje tola! Ja sym Krabat, swinjacy pastyr z Jitka.
Zelen_13|Kral njeznaje tajkeho pastyrja. Pre#k z nim!
Zelen_14|N#e#sto pozd#di#so.
